Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
c619e0625ef6067ff68e5f99f5eab04f6ebbf5ab79232c29f11b7617ed640b8f,2020-01,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
74b38832e0cc62af7cbd5cde4b784ad2578fbf489fa40db4f49f3274ea2a996f,2020-01,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
0b4a092a58ba0664aef4f4eeae5503ee4b1c3d8181bd01fd31486eedfe27b07d,2020-01,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
978fc64dd12331d7fa77e4ffe2bfd66cc79a78f16bd438b912aeb64bc912c795,2020-01,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
a70dc6b33a8bf77bb7c2e4c406ea3567cd3611c575a05ceccb584fd7ecd47080,2020-01,City of London Police,City of London Police,-0.087780,51.508066,On or near BOROUGH HIGH STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
e333dff315006dd1f2a758ce10d9f7ce0f0adcd4f9efc26a280b6c8b5885864b,2020-01,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
f8fc7ad77faa69cd9debec003b4e541fd8bfad59c739ed62d24acd30ce96b714,2020-01,City of London Police,City of London Police,-0.080376,51.517244,On or near Supermarket,E01032739,City of London 001F,Suspect charged
3e8d6c2a80d90aea3cf43f2a63cc1b1b3eb1be425b722ddbc808748116cf9b10,2020-01,City of London Police,City of London Police,-0.081620,51.516814,On or near ALDERMAN'S WALK,E01032739,City of London 001F,Suspect charged
ea4a3dedf66698a5998f8ec0b2c2f264375afb0737f070bd5af5d064a6592dd4,2020-01,City of London Police,City of London Police,-0.084967,51.512598,On or near BELL INN YARD,E01032739,City of London 001F,Offender given a caution
400c2dc96bd53babe6e2ef33aee88efb33c842545bd190ecb48c8ed0f26a5b0f,2020-01,City of London Police,City of London Police,,,No location,,,Suspect charged
400c2dc96bd53babe6e2ef33aee88efb33c842545bd190ecb48c8ed0f26a5b0f,2020-01,City of London Police,City of London Police,,,No location,,,Suspect charged
ba3d43166c046b92cb2c68a711a332b0f296e29eda8ea1a795c3cdf923714834,2020-01,City of London Police,City of London Police,-0.081620,51.516814,On or near ALDERMAN'S WALK,E01032739,City of London 001F,Offender given a caution
24a8afd5512e09b44b272db7bee560cb458fc718a11ed7eb672459a8d9c64fd3,2020-01,City of London Police,City of London Police,-0.111962,51.518494,On or near Nightclub,E01000914,Camden 028B,Local resolution
b8c69e6ac59ab077eeca250115cc18e3e37951ace1dd93b37a9acad52d27e155,2020-01,City of London Police,City of London Police,-0.085669,51.515100,On or near AUSTIN FRIARS,E01032739,City of London 001F,Suspect charged
347527dd275bcb5dcaa4f76ad5417e95d910d909325b3d3b9fb7ce6a2a2eff92,2020-01,City of London Police,City of London Police,-0.085669,51.515100,On or near AUSTIN FRIARS,E01032739,City of London 001F,Suspect charged
6559e44c42a140637dbd8908efbc7665ab76d62713c7d243420e303807230380,2020-01,City of London Police,City of London Police,-0.093465,51.514463,On or near RUSSIA ROW,E01032739,City of London 001F,Suspect charged
273bab9b0d2fb94a2e3c58fafa56a98c4448365cdda9e21859d8866579945c5a,2020-01,City of London Police,City of London Police,-0.108418,51.513581,On or near LOMBARD LANE,E01032740,City of London 001G,Suspect charged
5075adb27fce88fe8bb356303a50545249fe34c8cf399fe8851a65849530d5cb,2020-01,City of London Police,City of London Police,-0.074958,51.514151,On or near ALDGATE HIGH STREET,E01000005,City of London 001E,Suspect charged
0f6570201ac5e5592f14bed002cd2825d17d33b2bb85d590466a46fd73870433,2020-01,City of London Police,City of London Police,-0.074958,51.514151,On or near ALDGATE HIGH STREET,E01000005,City of London 001E,Suspect charged
62a961836767d3d5e1167a54a97d43c3ca9b975caa78f22c2f439d3fe4e1e688,2020-01,City of London Police,City of London Police,-0.097645,51.515142,On or near ST MARTIN'S LE GRAND,E01032739,City of London 001F,Suspect charged
029a96f8eebeee1903e33847eca58351ebb187b3dc66c72bb4d359a2560e7f47,2020-01,City of London Police,City of London Police,-0.100632,51.515739,On or near WARWICK LANE,E01032739,City of London 001F,Suspect charged
32ace6a3a4070d454c5c2528d0981fce8127e4e87e5ecef1ffe51994b755ed3a,2020-01,City of London Police,City of London Police,-0.097645,51.515142,On or near ST MARTIN'S LE GRAND,E01032739,City of London 001F,Suspect charged
4d4b7c6932126e8df4c3841dfd986ccd2bf7fe9f20529f9c766af6ac2da0adee,2020-01,City of London Police,City of London Police,-0.076459,51.513061,On or near Further/Higher Educational Building,E01000005,City of London 001E,Suspect charged
8f9551d07d68d873a7bf0843f11630e695dba24a2c567d1ab29cb50906b44165,2020-01,City of London Police,City of London Police,-0.084618,51.512682,On or near GRACECHURCH STREET,E01032739,City of London 001F,Suspect charged
8f9551d07d68d873a7bf0843f11630e695dba24a2c567d1ab29cb50906b44165,2020-01,City of London Police,City of London Police,-0.084618,51.512682,On or near GRACECHURCH STREET,E01032739,City of London 001F,Suspect charged
6fee5a9b1c0eedfcd1a19710d3bc2e0086c5c785aab0e90ea75de53d49890207,2020-01,City of London Police,City of London Police,-0.084618,51.512682,On or near GRACECHURCH STREET,E01032739,City of London 001F,Suspect charged
c7f01c45d02b16495e2f24dc08d4a51020f43148d8b50e424e21a3e05655e9de,2020-01,City of London Police,City of London Police,-0.088013,51.519365,On or near ROPEMAKER STREET,E01032739,City of London 001F,Suspect charged
ccdd79aef4a848cc278aab209deb8e4b78414725338447c353c881c7b05ce042,2020-01,City of London Police,City of London Police,-0.088013,51.519365,On or near ROPEMAKER STREET,E01032739,City of London 001F,Suspect charged
034c3234b82f86467cad3bdea7e67e675d534ea2f72e580dd29510b5a7f4f570,2020-01,City of London Police,City of London Police,-0.089435,51.511223,On or near BUSH LANE,E01032739,City of London 001F,Suspect charged
31c9124213679ae3a59be3843d38f88d7d463786eaa629e264b1233b613dc8f8,2020-01,City of London Police,City of London Police,,,No location,,,Local resolution
7c713e196adac455849ca7c77199760134a616856dcb148ba48c997df04dc387,2020-01,City of London Police,City of London Police,-0.076067,51.516894,On or near LEYDEN STREET,E01004307,Tower Hamlets 015B,Suspect charged
14634647aed44335c3ea5aa33b5fc3be3281f727022c74e8414699bc586fddd3,2020-01,City of London Police,City of London Police,-0.081070,51.512390,On or near BILLITER SQUARE,E01032739,City of London 001F,Suspect charged
c23dcb6c5698d4e861958c489ff669bdc466e49df26789bfbd7b1b023e01d3d6,2020-01,City of London Police,City of London Police,,,No location,,,Suspect charged
3fae81e4a030a274fc1c336b9b153d3be7ad7d73d1a3c13b1e3b45cf3b7c215b,2020-01,City of London Police,City of London Police,-0.084983,51.510494,On or near Supermarket,E01032739,City of London 001F,Suspect charged
586b60664e4111558c801c5e7b51d31fe1a6160b7a1f8c9ab27df0f724cc922b,2020-01,City of London Police,City of London Police,-0.097562,51.518864,On or near Parking Area,E01000001,City of London 001A,Suspect charged
3c113848016bb0e9536fdbf2aa0478433e4ed041c93de78078d4f3e7cfbf6820,2020-01,City of London Police,City of London Police,-0.086655,51.519783,On or near LACKINGTON STREET,E01002704,Islington 023D,Suspect charged
59698335537e31dfaa86ed6d74e3d86eff13a9d55c7671cfa53e6309b7f77b12,2020-01,City of London Police,City of London Police,-0.082458,51.517431,On or near LIVERPOOL STREET,E01032739,City of London 001F,Suspect charged
d0c3b017427b366bed4641c0f6062a45a46a4a31c34914b9c8998caebcfc44af,2020-01,City of London Police,City of London Police,-0.079786,51.517576,On or near Police Station,E01032739,City of London 001F,Suspect charged
ddf11a59e64dfdd01d998cfb692c788f55105e9d4431b856dd56506c1dc87462,2020-01,City of London Police,City of London Police,-0.089090,51.513258,On or near MANSION HOUSE PLACE,E01032739,City of London 001F,Suspect charged
6e9160b51ed0dc31ee32c68250db903b699d92638b35a356fc5b83956845d105,2020-01,City of London Police,City of London Police,,,No location,,,Local resolution
74816ac31d2f1cf37a88c26d57c8947d68ac1ba48f0087c35314a72bf8ed20f5,2020-01,City of London Police,City of London Police,-0.097562,51.518864,On or near Parking Area,E01000001,City of London 001A,Suspect charged
fec8ffc64c1dd5e70c0e9b9103f2ecc24374abcf3e3602c1acedf8822b54bd85,2020-01,City of London Police,City of London Police,-0.097562,51.518864,On or near Parking Area,E01000001,City of London 001A,Suspect charged
d6f48a750c89445337a9f769ef71830acd1b8b63797975f1042b12fd6d03d6e3,2020-01,City of London Police,City of London Police,-0.094628,51.514203,On or near CHEAPSIDE,E01032739,City of London 001F,Offender given a caution
f7112c1608510c21784bc32b013cd1545ee2303cd7fe5ae6b292a8f56b772697,2020-01,City of London Police,City of London Police,-0.086272,51.513114,On or near BIRCHIN LANE,E01032739,City of London 001F,Offender given a caution
9708a6e88451810d7ae63e9edd9f470a910878e058ea590d56498582add73299,2020-01,City of London Police,City of London Police,-0.079398,51.516508,On or near DEVONSHIRE SQUARE,E01032739,City of London 001F,Offender given a drugs possession warning
17b2a4e25881b6939a756b8a3f52dfc0f06531ca6531364845c2e5d1238ac9d5,2020-01,City of London Police,City of London Police,-0.081620,51.516814,On or near ALDERMAN'S WALK,E01032739,City of London 001F,Suspect charged
37723db45944e0844c627d7e95c5bb5ac1e6803f49d76257c2497d7ce12d06a4,2020-01,City of London Police,City of London Police,-0.084967,51.512598,On or near BELL INN YARD,E01032739,City of London 001F,Suspect charged
b15421c49be3618e2a32522cb08b6f73097f1d36e150f6fa21c33c90cdd890bc,2020-01,City of London Police,City of London Police,-0.088042,51.511794,On or near ABCHURCH LANE,E01032739,City of London 001F,Suspect charged
547cc6ef9a2e25c4343ebd9063a4e48f7c752ad7ff06ffcc354c7ae4f18503c1,2020-01,City of London Police,City of London Police,-0.094628,51.514203,On or near CHEAPSIDE,E01032739,City of London 001F,Offender given a caution
885b60c823e5e86e85f515b76a0d3ccbef456058858c185e09f197c161d2738e,2020-01,City of London Police,City of London Police,-0.104887,51.516347,On or near FARRINGDON STREET,E01032740,City of London 001G,Offender given a caution
b7d0de16febcf4190be79e1727ffaa42f98a1795c59d266bf87e5dbe9b39f0c3,2020-01,City of London Police,City of London Police,-0.087780,51.508066,On or near BOROUGH HIGH STREET,E01032739,City of London 001F,Offender given a caution
f622ca3ae16045b797627247959c97fb6817f043f80da938b73cd025fc09b694,2020-01,City of London Police,City of London Police,-0.081620,51.516814,On or near ALDERMAN'S WALK,E01032739,City of London 001F,Offender given a drugs possession warning
c68b2b87bc8cceaa92d084477c7e7530cdf2690c0e98a9d49d84209ca0ec089c,2020-01,City of London Police,City of London Police,,,No location,,,Offender given a drugs possession warning
cf22f52b4c4472df60aa12fb6ebdb5a65238fb97813b40252d079d912869acd8,2020-01,City of London Police,City of London Police,-0.081620,51.516814,On or near ALDERMAN'S WALK,E01032739,City of London 001F,Offender given a caution
e7b23dc4fc679768c7832a5292e585fc3dc16d9a77bb7a02b9d099e12cdf5335,2020-01,City of London Police,City of London Police,-0.079786,51.517576,On or near Police Station,E01032739,City of London 001F,Suspect charged
8430bb1e23973ae4a7ea983ec70a9a3170ed454b61157be9ce8e2da781a73526,2020-01,City of London Police,City of London Police,,,No location,,,Offender given a drugs possession warning
ff8dbc803d58869f84387a9c7d9eac98d2aa1ed5ac9f04f4529c5900418992ab,2020-01,City of London Police,City of London Police,-0.084967,51.512598,On or near BELL INN YARD,E01032739,City of London 001F,Suspect charged
ff8dbc803d58869f84387a9c7d9eac98d2aa1ed5ac9f04f4529c5900418992ab,2020-01,City of London Police,City of London Police,-0.084967,51.512598,On or near BELL INN YARD,E01032739,City of London 001F,Suspect charged
6b58fb56c3339a3dc35787c597b7aca9068529ed7c567354d0a27f8f4b8b47f7,2020-01,City of London Police,City of London Police,-0.086166,51.510828,On or near EASTCHEAP,E01032739,City of London 001F,Offender given a caution
25e6eeddf7c3234372fc54bf74d78db8ec3d10ea67259e9fac9f6ea0e97dc42f,2020-01,City of London Police,City of London Police,-0.082458,51.517431,On or near LIVERPOOL STREET,E01032739,City of London 001F,Suspect charged
e575cd5f4573aa4daa84946ba23f6c9186c0610ec04cd864891a4b1cc6b6671c,2020-01,City of London Police,City of London Police,-0.084967,51.512598,On or near BELL INN YARD,E01032739,City of London 001F,Suspect charged
f739f081d75324193b4a4637a3c3445b066ec8fdd610b3b0894063c6cefbf3e0,2020-01,City of London Police,City of London Police,-0.087760,51.517149,On or near LONDON WALL,E01032739,City of London 001F,Offender given a drugs possession warning
9e20e7e506bcddf11e819f8867fcecd6425d24a9a181de6a56e26800cc8504ea,2020-01,City of London Police,City of London Police,-0.084967,51.512598,On or near BELL INN YARD,E01032739,City of London 001F,Offender given penalty notice
6919a2ecafe74362ea71884c02b120f7ab521885ed3f9cc8019d9bd4cedc16df,2020-01,City of London Police,City of London Police,-0.081620,51.516814,On or near ALDERMAN'S WALK,E01032739,City of London 001F,Offender given a drugs possession warning
6b12ab04c26b14ab1cb2f4a686feddd62a20af9d7ce8f8489996a710afb3a0da,2020-01,City of London Police,City of London Police,-0.080376,51.517244,On or near Supermarket,E01032739,City of London 001F,Suspect charged
fc913087decd659beabb13c1b97ffbb5f02eafa294f5ded053c2502a48b30580,2020-01,City of London Police,City of London Police,-0.100202,51.513268,On or near DEAN'S COURT,E01032739,City of London 001F,Offender given a drugs possession warning
28d8613181a5637091b9c851acf4a1655b8bd01558efc50bcbedf44d052801a3,2020-01,City of London Police,City of London Police,-0.084967,51.512598,On or near BELL INN YARD,E01032739,City of London 001F,Offender given a caution
28d8613181a5637091b9c851acf4a1655b8bd01558efc50bcbedf44d052801a3,2020-01,City of London Police,City of London Police,-0.084967,51.512598,On or near BELL INN YARD,E01032739,City of London 001F,Offender given a caution
953bb174b249f8054e33a0abaf583097a32c348994411c84b35e6cdb4ee1f4d6,2020-01,City of London Police,City of London Police,-0.081580,51.520510,On or near PINDAR STREET,E01032739,City of London 001F,Suspect charged
9c0d4a297f7c9149ad1bac2f2a6589fb998c786395eac0ddceac44df139cb576,2020-01,City of London Police,City of London Police,-0.079786,51.517576,On or near Police Station,E01032739,City of London 001F,Suspect charged
5909247719b6e1737c17b61a7c713a76fd6bafffcb40ccc5c4d03174fc3b2fab,2020-01,City of London Police,City of London Police,-0.081580,51.520510,On or near PINDAR STREET,E01032739,City of London 001F,Suspect charged
a61f62d5b3112ded61596acd13ba529845d9524c6e971c306ba71a2d52ed9cf2,2020-01,City of London Police,City of London Police,-0.102930,51.518375,On or near WEST SMITHFIELD,E01032740,City of London 001G,Suspect charged
a61f62d5b3112ded61596acd13ba529845d9524c6e971c306ba71a2d52ed9cf2,2020-01,City of London Police,City of London Police,-0.102930,51.518375,On or near WEST SMITHFIELD,E01032740,City of London 001G,Suspect charged
a61f62d5b3112ded61596acd13ba529845d9524c6e971c306ba71a2d52ed9cf2,2020-01,City of London Police,City of London Police,-0.102930,51.518375,On or near WEST SMITHFIELD,E01032740,City of London 001G,Suspect charged
10530cd0db0ffe8d8f004b44696d2bb1d3dbd5ac64b10f8a4230fb0490645309,2020-01,City of London Police,City of London Police,-0.078250,51.515033,On or near HOUNDSDITCH,E01000005,City of London 001E,Suspect charged
dbd73d2517758efa7c9d5a021d0b6ac4d90d33ed5f8a62e50ff4d8e3f5f14b83,2020-01,City of London Police,City of London Police,-0.091720,51.513454,On or near Supermarket,E01032739,City of London 001F,Offender given a caution
d3024964e5fb1dad65142a722f528748c0765f1904d423a0ef537bee99dedf56,2020-01,City of London Police,City of London Police,-0.080376,51.517244,On or near Supermarket,E01032739,City of London 001F,Suspect charged
7393d1762beec01ef16caeb74fdc6141e7cd9761aff27f30fbafbfad5039feb8,2020-01,City of London Police,City of London Police,-0.081549,51.511625,On or near MINCING LANE,E01032739,City of London 001F,Suspect charged
46b8f26b33845ebd94c93f782789292162ec493f10c2032ca5ea87c90d614709,2020-01,City of London Police,City of London Police,-0.079786,51.517576,On or near Police Station,E01032739,City of London 001F,Offender given a drugs possession warning
83b768b841c92b3c57d26a9b8a161dfad835dc8e9075f722a1540c29f9b2abc7,2020-01,City of London Police,City of London Police,-0.102647,51.513721,On or near PILGRIM STREET,E01032739,City of London 001F,Offender given a caution
313c835df679ef747f92bf84d97243f457da90afaded153ad293866edb9dd50e,2020-01,City of London Police,City of London Police,-0.073180,51.513915,On or near BRAHAM STREET,E01032767,Tower Hamlets 021F,Offender given a drugs possession warning
4c90772a48ee83610437fa0104ea7b7c582833eec34cd85b36bf9da7993b5918,2020-01,City of London Police,City of London Police,-0.091720,51.513454,On or near Supermarket,E01032739,City of London 001F,Suspect charged
55156e5e5dfc2561e18bf6ec290df8da7af24edd18fe306020854664149d2498,2020-01,City of London Police,City of London Police,-0.078856,51.518433,On or near ARTILLERY LANE,E01032739,City of London 001F,Suspect charged
2ce995c4f2e30c4d17e9406004d2eaddc4ab8d8f05bd8c2f4ba0a298590ac27b,2020-01,City of London Police,City of London Police,-0.076747,51.517184,On or near STRYPE STREET,E01004307,Tower Hamlets 015B,Offender given a drugs possession warning
1046f94b8f126840864a8149346f48a705fc383e7444300ba6ace576a692ca78,2020-01,City of London Police,City of London Police,-0.083079,51.511578,On or near FENCHURCH STREET,E01032739,City of London 001F,Suspect charged
0f45c22f7c4d92fd9b3a90734218bc98856a1426e0f5e07585a61610cc0901ea,2020-01,City of London Police,City of London Police,-0.091720,51.513454,On or near Supermarket,E01032739,City of London 001F,Suspect charged
6fe69bc5ca390fed8f32fea4c0b770d40d9da0aafa5d06b91b19f325cb3576a9,2020-01,City of London Police,City of London Police,-0.097562,51.518864,On or near Parking Area,E01000001,City of London 001A,Offender given a drugs possession warning
f8a2b422d687a3a6c607bbf2be1b15801742435f54df33fbc38c832be303ed63,2020-01,City of London Police,City of London Police,-0.084768,51.512882,On or near CORBET COURT,E01032739,City of London 001F,Suspect charged
f426839c21db54bba0a23a4ff17b1ad5503351fb64bded542c584fac8717121a,2020-01,City of London Police,City of London Police,-0.092268,51.514461,On or near KING STREET,E01032739,City of London 001F,Suspect charged
ff1a4e7aaa6779b2e966b0d89045c35a7a680484a82cf36551643214d6cb3d7d,2020-01,City of London Police,City of London Police,-0.084967,51.512598,On or near BELL INN YARD,E01032739,City of London 001F,Offender given a drugs possession warning
540d865c82abd39ee71c0c55fa9e0abca100536ad45b2b9c6b740c39609eed03,2020-01,City of London Police,City of London Police,-0.096363,51.513377,On or near NEW CHANGE,E01032739,City of London 001F,Offender given a drugs possession warning
b2ad893d99dba8dced51abcbc098c94bbd06bae59d861bd41cf43ebdb75535b6,2020-01,City of London Police,City of London Police,-0.076270,51.515504,On or near GRAVEL LANE,E01000005,City of London 001E,Suspect charged
9f345591b64888e67042c95f623d544c758a942a555877307edd7b7ef58cfacb,2020-01,City of London Police,City of London Police,-0.080376,51.517244,On or near Supermarket,E01032739,City of London 001F,Offender given a caution
866ffc3f219303f519531fd49df180f549a92712f8f578cadaed52f447a92f22,2020-01,City of London Police,City of London Police,-0.100632,51.515739,On or near WARWICK LANE,E01032739,City of London 001F,Offender given a drugs possession warning
a762c833d24c6d84ea3191dc5323d961d79bc7184f9cf7dc7776432d14f9ae94,2020-01,City of London Police,City of London Police,-0.081620,51.516814,On or near ALDERMAN'S WALK,E01032739,City of London 001F,Offender given a caution
9a18b0bac6d6fe46435cf4f9536172bea1658500da587dcaeb1672074fc5eb2d,2020-01,City of London Police,City of London Police,-0.078484,51.517680,On or near CATHERINE WHEEL ALLEY,E01032739,City of London 001F,Offender given a drugs possession warning
fed107976d3964ac0bae13b9c1f33bd0ccb8652b7e88eaa21afa1fbedea3752f,2020-01,City of London Police,City of London Police,,,No location,,,Suspect charged
08b46e6304c6b285626eba6becd546481a00e6a4efbd2013111674285d5bb431,2020-01,City of London Police,City of London Police,-0.084967,51.512598,On or near BELL INN YARD,E01032739,City of London 001F,Suspect charged
b242818bb15df4253c9f4fa8543949245f9cd375e3a2dcaaf43efee0f61eed11,2020-01,City of London Police,City of London Police,-0.084967,51.512598,On or near BELL INN YARD,E01032739,City of London 001F,Suspect charged
00ac7414d84febd6db97b2b8a2dc11ccd0d19dda43758025fb1fb02a3a225b29,2020-01,City of London Police,City of London Police,-0.083296,51.517058,On or near OLD BROAD STREET,E01032739,City of London 001F,Offender given a drugs possession warning
a21de00947c5e17454f9d7615d115362c1ed7f0c6d6ed46fcdb70f5e8ffcc543,2020-01,City of London Police,City of London Police,-0.082458,51.517431,On or near LIVERPOOL STREET,E01032739,City of London 001F,Offender given a drugs possession warning
07c7783fb685a21a0fbbfa36f9a03139f230fbf986bc39a4797516af5a3895f4,2020-01,City of London Police,City of London Police,-0.079786,51.517576,On or near Police Station,E01032739,City of London 001F,Suspect charged
9e3a42bd73fa8cfdde6b4a18cedec45f056bebb6230b7c77473dbe33bee2f5ea,2020-01,City of London Police,City of London Police,-0.079786,51.517576,On or near Police Station,E01032739,City of London 001F,Offender given a caution
ee0f69af29d79da03c3977261cc22b28e547611ed627be3bbe03da8402f10c71,2020-01,City of London Police,City of London Police,-0.083296,51.517058,On or near OLD BROAD STREET,E01032739,City of London 001F,Suspect charged
3013cae43cdb00917bf2cbca66603f938d713e4480e9b0015de661d2827ce201,2020-01,City of London Police,City of London Police,-0.105134,51.513869,On or near BRIDE LANE,E01032740,City of London 001G,Suspect charged
0d6d4a3e7fbe0bf00270d4099b84d4d211bc2e8c4805fd2af9ee8097efe49e2e,2020-01,City of London Police,City of London Police,-0.079786,51.517576,On or near Police Station,E01032739,City of London 001F,Offender given a drugs possession warning
78d5245fa868722ca2a01caf66c9c540da72b38c99e9ba84295f369dfb0cbac2,2020-01,City of London Police,City of London Police,-0.102741,51.513885,On or near PAGEANTMASTER COURT,E01032740,City of London 001G,Offender given a caution
172977d14e7d3ca00411796ae3bfb7757470acb457afd6dd5acec2e9c4c1f26a,2020-01,City of London Police,City of London Police,-0.079786,51.517576,On or near Police Station,E01032739,City of London 001F,Offender given a caution
b075dbe7fca659699e4fa0c6b6f1f5dc092a6411d66cd1cc4bc365f38999a32e,2020-01,City of London Police,City of London Police,-0.076747,51.517184,On or near STRYPE STREET,E01004307,Tower Hamlets 015B,Offender given a drugs possession warning
19c5e4a807500b351e545eaecfc871ad53072840ca997ddca46f40bf27f1a175,2020-01,City of London Police,City of London Police,-0.081620,51.516814,On or near ALDERMAN'S WALK,E01032739,City of London 001F,Offender given a drugs possession warning
35db7e0a451e97be09a48768f45ae9172360d0f925413398cc318f2a9b7ec60c,2020-01,City of London Police,City of London Police,-0.101452,51.512650,On or near ST ANDREW'S HILL,E01032739,City of London 001F,Suspect charged
b17ca41c34c623591be9a0d532fb381c0252991933147be72abd2059a50a593b,2020-01,City of London Police,City of London Police,-0.081549,51.511625,On or near MINCING LANE,E01032739,City of London 001F,Suspect charged
b17ca41c34c623591be9a0d532fb381c0252991933147be72abd2059a50a593b,2020-01,City of London Police,City of London Police,-0.081549,51.511625,On or near MINCING LANE,E01032739,City of London 001F,Suspect charged
ed2630ace7b444aee3fa25a05fdcb54d212d0543de8fb48949f0aab41ab4ce6f,2020-01,City of London Police,City of London Police,-0.094933,51.513129,On or near BREAD STREET,E01032739,City of London 001F,Offender given a caution
575f7610812add8d55a9603811be610de672a92e8fe56e1d5cb8b503006891b7,2020-01,City of London Police,City of London Police,-0.093057,51.520085,On or near Theatre/Concert Hall,E01000002,City of London 001B,Offender given a drugs possession warning
f17d9f9dc7284b501ebfbac7ebcc717a07e7260861daa6464b7b604e79ac5a0c,2020-01,City of London Police,City of London Police,-0.081549,51.511625,On or near MINCING LANE,E01032739,City of London 001F,Offender given a drugs possession warning
