Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
1206c7c862dd00e8049d2a4aca9fedf0a4ceab54ae9ef0a2ebc66c78d9efbf1f,2019-10,City of London Police,City of London Police,-0.079613,51.517231,On or near NEW STREET,E01032739,City of London 001F,Suspect charged
a7e6aa9776afee169479177fef37c2784cdcedd88121ad042c245c21e0846bbe,2019-10,City of London Police,City of London Police,-0.088203,51.518262,On or near MOORGATE,E01032739,City of London 001F,Suspect charged
b2366621135504c56dd083d6eb41bb6847478ef36813c639666269b0a862fe82,2019-10,City of London Police,City of London Police,-0.090710,51.513132,On or near QUEEN VICTORIA STREET,E01032739,City of London 001F,Offender given a drugs possession warning
7f7478dc24e3325dc183af695c6df032d0bef5636839d0871f450bd1ba48a651,2019-10,City of London Police,City of London Police,-0.081620,51.516814,On or near ALDERMAN'S WALK,E01032739,City of London 001F,Suspect charged
aaafe99630ea81e6511d7997a81b6345202df845bd3a0a1fd41664f2912dd939,2019-10,City of London Police,City of London Police,-0.083086,51.511407,On or near ROOD LANE,E01032739,City of London 001F,Suspect charged
aaafe99630ea81e6511d7997a81b6345202df845bd3a0a1fd41664f2912dd939,2019-10,City of London Police,City of London Police,-0.083086,51.511407,On or near ROOD LANE,E01032739,City of London 001F,Suspect charged
3aa00c7e3570ba5dcd58179b3ac925ae4ae19cc4c798d0a53b3a4637385164a3,2019-10,City of London Police,City of London Police,-0.084967,51.512598,On or near BELL INN YARD,E01032739,City of London 001F,Suspect charged
0398e9f4205734a36a3dd7c5001d981f840ce6fd2d0b49c03d3cbc9264645296,2019-10,City of London Police,City of London Police,-0.084967,51.512598,On or near BELL INN YARD,E01032739,City of London 001F,Local resolution
02a6aca584f556ec6b17c2f8565379d23831bfb5d806822fcbdecd7ac7b411a2,2019-10,City of London Police,City of London Police,-0.077777,51.518046,On or near SANDY'S ROW,E01032739,City of London 001F,Offender given a caution
a443338a0e0301f67035ebb282b454e2a1caece40e30af77f5561d1f56b9e8e9,2019-10,City of London Police,City of London Police,-0.100593,51.520846,On or near CHARTERHOUSE MEWS,E01033490,Islington 022H,Offender given a caution
d233dfccba4d078e666dbb8ad924398cdbdb4992d1a9a0f8a3b8c34d62e151b2,2019-10,City of London Police,City of London Police,-0.076095,51.512462,On or near VINE STREET,E01000005,City of London 001E,Suspect charged
d13f1db83054e10b15b840f7a33e5c82a71a5f24c74194f58ea51fbe1183ba77,2019-10,City of London Police,City of London Police,-0.089838,51.516067,On or near COLEMAN STREET,E01032739,City of London 001F,Offender given a caution
a3514e57829e2c4d11f1a12527cd709daca93b73bc37a632f8700f21c21780a8,2019-10,City of London Police,City of London Police,-0.079875,51.510995,On or near HART STREET,E01032739,City of London 001F,Offender given a caution
d7df7569224a47b464b48977d382a050bdc8904ccd12904e9a1d5481a65f9295,2019-10,City of London Police,City of London Police,-0.087780,51.508066,On or near BOROUGH HIGH STREET,E01032739,City of London 001F,Offender given a drugs possession warning
809a801a8aef80ac3862d33bc382f9d0602f122cd10559d99d899d1cbefa43ed,2019-10,City of London Police,City of London Police,-0.080034,51.513389,On or near LEADENHALL STREET,E01032739,City of London 001F,Offender given a caution
737c002acc6a51c0b3580fe0bb0c471e38c4ea3c468afdf536513ae0494f84ee,2019-10,City of London Police,City of London Police,-0.076437,51.519050,On or near BRUSHFIELD STREET,E01004307,Tower Hamlets 015B,Offender given a caution
a405b6e4b08ba28b30a4ff80770b402868115c61839b3837774df34aaec0e74a,2019-10,City of London Police,City of London Police,-0.108231,51.513928,On or near PLEYDELL STREET,E01032740,City of London 001G,Suspect charged
f245ca6d9c175374d148ccda87b5655cf19c7a0c1bc685a3a0490845a83fc772,2019-10,City of London Police,City of London Police,-0.086272,51.513114,On or near BIRCHIN LANE,E01032739,City of London 001F,Local resolution
c7ca2319022d868fe82c7ef21fe92ebe2517b8393c05f171319b7a522eb7e650,2019-10,City of London Police,City of London Police,-0.089465,51.510855,On or near GOPHIR LANE,E01032739,City of London 001F,Suspect charged
fc4ffc9e2836b949d274380e2305698066e9e5eee4f99b82299b2d8204457b5d,2019-10,City of London Police,City of London Police,-0.079786,51.517576,On or near Police Station,E01032739,City of London 001F,Suspect charged
08f364b4c0a2e562dfa8918bbae3c9cafeec0b2b38612c4aafed786379f9fe70,2019-10,City of London Police,City of London Police,-0.079786,51.517576,On or near Police Station,E01032739,City of London 001F,Suspect charged
4ee093181ff834ddbae459229ba1421602b312050e18553b6462b99d6b036f25,2019-10,City of London Police,City of London Police,-0.081620,51.516814,On or near ALDERMAN'S WALK,E01032739,City of London 001F,Suspect charged
21a1475cdf78cc1240f3b018acdfdba65a1eb74e619bdd31fd477f13969768de,2019-10,City of London Police,City of London Police,-0.081620,51.516814,On or near ALDERMAN'S WALK,E01032739,City of London 001F,Offender given a drugs possession warning
458f6346d4627dc25c72fc7281abcbf3facdad7b9bf23df3a0e7f1a1d4299aa4,2019-10,City of London Police,City of London Police,-0.094094,51.515606,On or near GRESHAM STREET,E01000002,City of London 001B,Offender given a drugs possession warning
4fbe2d481570770988e9944381d8a4407c726b261233d891c1b74ab10dd4cf50,2019-10,City of London Police,City of London Police,-0.077694,51.513171,On or near ALDGATE,E01032739,City of London 001F,Offender given a caution
e7c99fd45f7b835be72725f679a88078e39e5817c4d05c02018aef6e189968e8,2019-10,City of London Police,City of London Police,-0.089465,51.510855,On or near GOPHIR LANE,E01032739,City of London 001F,Suspect charged
ad47c3ee81045b70738d94eb0cf7839f1675883a84d10d409d9077c18bd61b3e,2019-10,City of London Police,City of London Police,-0.100179,51.514158,On or near Shopping Area,E01032739,City of London 001F,Suspect charged
c5104482bb816d483a7f1dbe2ff6ec72607514dd19b6f6f2ba76244171e06766,2019-10,City of London Police,City of London Police,-0.081620,51.516814,On or near ALDERMAN'S WALK,E01032739,City of London 001F,Offender given a drugs possession warning
eb6161423c97b2e42de460fd1c0b0a4e44120661e2cee87eb7bc85a944c86a4f,2019-10,City of London Police,City of London Police,-0.081620,51.516814,On or near ALDERMAN'S WALK,E01032739,City of London 001F,Offender given a drugs possession warning
e4b094ef38ccd877740e8bf9ff224ef2c9297f6e12fb75718f1a793124d9db1f,2019-10,City of London Police,City of London Police,-0.094115,51.516497,On or near WOOD STREET,E01000002,City of London 001B,Suspect charged
c91f592e57749b20cbf76cc7d28b85f5c1a158fb1063438696d59577e431e9a8,2019-10,City of London Police,City of London Police,-0.081620,51.516814,On or near ALDERMAN'S WALK,E01032739,City of London 001F,Offender given a drugs possession warning
555dbc7aed125024874ea2094c6f813421bc2fbe36c709fc8d819963449a6022,2019-10,City of London Police,City of London Police,-0.076853,51.511916,On or near Nightclub,E01032739,City of London 001F,Offender given a drugs possession warning
921de5e19c7c6539b1b940ebeacbf4c085c93a7f8de60b4c7339b6137a1247d9,2019-10,City of London Police,City of London Police,-0.084967,51.512598,On or near BELL INN YARD,E01032739,City of London 001F,Suspect charged
f2d36aeebc8a2409629899f62df4db233723fec98d0d9cbdcd215bbb60ca480f,2019-10,City of London Police,City of London Police,-0.083645,51.512504,On or near LIME STREET PASSAGE,E01032739,City of London 001F,Offender given a caution
f64eec213c53ae882c7072040a720b9b24ac34520cd8c1973210cb1f85686c24,2019-10,City of London Police,City of London Police,-0.084967,51.512598,On or near BELL INN YARD,E01032739,City of London 001F,Suspect charged
1f1782f0b493a78d066e305fd0c380ebbe34dd4ec4897eeea74062da11fc3069,2019-10,City of London Police,City of London Police,-0.092297,51.518949,On or near Park/Open Space,E01000002,City of London 001B,Investigation complete; no suspect identified
6d575f22c850c73d0b149eef3cd3e086d7438e7f682e2816bd38aaae61e91b5a,2019-10,City of London Police,City of London Police,-0.076031,51.509547,On or near TOWER HILL,E01004293,Tower Hamlets 027B,Investigation complete; no suspect identified
96b75ff0dd85b07cc15b2a12dcaa9252a6439ea7a0c14009795215a40474777d,2019-10,City of London Police,City of London Police,-0.085014,51.509775,On or near MONUMENT STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
8807063e5d2424c4fca5df0b0e954c8c87a3b96412c5d4961617d72f451fe2db,2019-10,City of London Police,City of London Police,-0.084701,51.509320,On or near LOWER THAMES STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
c9685b766ea90bf7c24ba1f5982ce2166053473feedb01820724e028df0c0c90,2019-10,City of London Police,City of London Police,-0.076080,51.511445,On or near AMERICA SQUARE,E01000005,City of London 001E,Investigation complete; no suspect identified
2cc44ee80f16876180da255b22aa0366353145ecf8fa213ceee824d4aba1e709,2019-10,City of London Police,City of London Police,-0.085014,51.509775,On or near MONUMENT STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
6252c5ddc7afdc488cd93805d68f886fee7908327ce648f42b071179d056db92,2019-10,City of London Police,City of London Police,-0.104134,51.514699,On or near OLD SEACOAL LANE,E01032740,City of London 001G,Investigation complete; no suspect identified
c2e6e3f5ca94a146c904f6b83f76b183bc948721a4a1faf1c0d029661cb41ae8,2019-10,City of London Police,City of London Police,-0.109647,51.514887,On or near FETTER LANE,E01032740,City of London 001G,Investigation complete; no suspect identified
13c260b60686cb388ca900697d5cb4542230065e5f04e488328e53a24c6c51d0,2019-10,City of London Police,City of London Police,-0.077224,51.516122,On or near Shopping Area,E01000005,City of London 001E,Investigation complete; no suspect identified
c6ff8312c3c4a4d22fe110e3f12896ed2d5d7351264ecdb90cfd7e5c673f6e6a,2019-10,City of London Police,City of London Police,-0.085149,51.517196,On or near BLOMFIELD STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
a0a0320cbd5136d0f578813cda4340ee21a3e3c3c03f05ef66124d3388c77a83,2019-10,City of London Police,City of London Police,-0.083695,51.512352,On or near LIME STREET PASSAGE,E01032739,City of London 001F,Investigation complete; no suspect identified
0d35b3b5880ff096de3cb8f8487cccda8abc615c677c0247ee6d0871220f9730,2019-10,City of London Police,City of London Police,-0.104281,51.516032,On or near BEAR ALLEY,E01032740,City of London 001G,Investigation complete; no suspect identified
22cb84188eabe2e243dd90aada062ca18edea095e5fdca83aeea1cae80d7231d,2019-10,City of London Police,City of London Police,-0.097053,51.518262,On or near ALDERSGATE STREET,E01000001,City of London 001A,Investigation complete; no suspect identified
1fc885898a251adf64d4903e71fefd6e758ababe59df0085bab820df6b300796,2019-10,City of London Police,City of London Police,-0.097053,51.518262,On or near ALDERSGATE STREET,E01000001,City of London 001A,Investigation complete; no suspect identified
970f35659f35162d5149919513c81b9d2b0bd769bd00019220ad1a3214e73859,2019-10,City of London Police,City of London Police,-0.077694,51.513171,On or near ALDGATE,E01032739,City of London 001F,Investigation complete; no suspect identified
ed2d6bf9420607407dbdbbea762ed8ca5b342b81848342c5e6182f50baecb05a,2019-10,City of London Police,City of London Police,-0.086051,51.513569,On or near FINCH LANE,E01032739,City of London 001F,Investigation complete; no suspect identified
5d48fc36923337b297a9cecbcc74b9fa0011eca0afdf4466124269d9b6c5db32,2019-10,City of London Police,City of London Police,-0.084980,51.516078,On or near GREAT WINCHESTER STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
b5524acf9e0691b84ca3b5e0ebfdcdc6e82e9888de13197f8b7fa3d8bc017006,2019-10,City of London Police,City of London Police,-0.079613,51.517231,On or near NEW STREET,E01032739,City of London 001F,Unable to prosecute suspect
4584fb5d8568ee896043aac8b3b87c9b2c75f492f6bde53093d1d739f37a3264,2019-10,City of London Police,City of London Police,-0.086051,51.513569,On or near FINCH LANE,E01032739,City of London 001F,Investigation complete; no suspect identified
640020e557c7a2df6b12636fa3942bab147eb8d02889921d7da48d0867a82892,2019-10,City of London Police,City of London Police,-0.082913,51.513463,On or near LEADENHALL STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
44174deee90c8f4a7403a1809e6d49d65e5143c2a83b24026cf1324c6c66566d,2019-10,City of London Police,City of London Police,-0.091151,51.516026,On or near BASINGHALL STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
d04c1b6f38f4eb282dbfd7987a48fd9c9420230e299307483f9963a16e2b4765,2019-10,City of London Police,City of London Police,-0.086051,51.513569,On or near FINCH LANE,E01032739,City of London 001F,Investigation complete; no suspect identified
32a65c42714b9ad4c3e806343434e1eef4c5cc81534e7450280eb2e74fbce26a,2019-10,City of London Police,City of London Police,-0.080376,51.517244,On or near Supermarket,E01032739,City of London 001F,Unable to prosecute suspect
816d573cce3e63f76f933d510d87a79908bb3523737b4b6268ad46bc1dd9708f,2019-10,City of London Police,City of London Police,-0.088203,51.518262,On or near MOORGATE,E01032739,City of London 001F,Investigation complete; no suspect identified
d4679b4a9b57108bf1f37f84b21f496b9c9e2b9e18a692ad4c3db231a15d171f,2019-10,City of London Police,City of London Police,-0.082066,51.516147,On or near WORMWOOD STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
9eef7957a29f27a77da0be4433b1c802a10b8504b920d2fc34a90bb6c0fbb699,2019-10,City of London Police,City of London Police,-0.108231,51.513928,On or near PLEYDELL STREET,E01032740,City of London 001G,Investigation complete; no suspect identified
0846fb4bb2718c5f7a489dbddd0b6548976f5bb65d3583f3eb85930e765e1917,2019-10,City of London Police,City of London Police,-0.081620,51.516814,On or near ALDERMAN'S WALK,E01032739,City of London 001F,Investigation complete; no suspect identified
081c17de1b948eb2fb833870053f13543c1f9296ead373d9f1e94d2cb6bd6590,2019-10,City of London Police,City of London Police,-0.101345,51.518709,On or near Parking Area,E01032740,City of London 001G,Investigation complete; no suspect identified
902fce67f2f28be0244cfd70515fc9ef1fb7bbfd796c87b7bbc2b3024860102f,2019-10,City of London Police,City of London Police,-0.085833,51.513952,On or near FINCH LANE,E01032739,City of London 001F,Investigation complete; no suspect identified
95d27dac170c9f9a5611e50936e9a0b1e95e040a6418a79ee70b036b3656ac91,2019-10,City of London Police,City of London Police,-0.101794,51.516207,On or near NEWGATE STREET,E01032740,City of London 001G,Investigation complete; no suspect identified
9620698c385b1cac15e1b633da5ea9cd112bed4f707b23ec25e55bde84604a65,2019-10,City of London Police,City of London Police,-0.079130,51.507808,On or near Ferry Terminal,E01004293,Tower Hamlets 027B,Investigation complete; no suspect identified
a53440d933613bf927349c9af506c2a2e49bb72786fefd07e49dd42d6a34a914,2019-10,City of London Police,City of London Police,-0.111497,51.518226,On or near Pedestrian Subway,E01000914,Camden 028B,Investigation complete; no suspect identified
041d689ace991c190f0548c8c14a176164f2f9557ffc42079228c16b28c807bd,2019-10,City of London Police,City of London Police,-0.083587,51.512171,On or near LIME STREET PASSAGE,E01032739,City of London 001F,Investigation complete; no suspect identified
f88a3ab416820d099dd8628bc53ff6c012af22eecacaa525d0d9d8a1de1ecbc1,2019-10,City of London Police,City of London Police,-0.080322,51.510651,On or near MARK LANE,E01032739,City of London 001F,Investigation complete; no suspect identified
ba4074a1388f6124ae0a4c6aa1db5f919dc6869ba4679f214549b5f55238a798,2019-10,City of London Police,City of London Police,-0.081540,51.510806,On or near MINCING LANE,E01032739,City of London 001F,Investigation complete; no suspect identified
296ac3a5cea4d7974e14e16dec53ba728f671dbbe03d08c0c09ab21bb38b0fa0,2019-10,City of London Police,City of London Police,-0.104281,51.516032,On or near BEAR ALLEY,E01032740,City of London 001G,Investigation complete; no suspect identified
18cb79e3b399243024fc286b115833e8bc155e1bf5594f9d9a0be94b61ce9c31,2019-10,City of London Police,City of London Police,-0.082913,51.513463,On or near LEADENHALL STREET,E01032739,City of London 001F,Unable to prosecute suspect
4c0f6a604d24124b8d05e7a50a968d8d294920e4e1aa533485eddacdedc67730,2019-10,City of London Police,City of London Police,-0.083296,51.517058,On or near OLD BROAD STREET,E01032739,City of London 001F,Unable to prosecute suspect
cf0fc54c16b77f87557fc903842d773a4b8d71b12ba16d0913694782c7ec8637,2019-10,City of London Police,City of London Police,-0.092077,51.512147,On or near TOWER ROYAL,E01032739,City of London 001F,Investigation complete; no suspect identified
262eb638d55fa37fbd2e8c22d96c7ebc5e41eb855a96f6f0675c40699968ec8d,2019-10,City of London Police,City of London Police,-0.086166,51.510828,On or near EASTCHEAP,E01032739,City of London 001F,Investigation complete; no suspect identified
d15d8700732656cf69f71e3bdb0fb83a802f5819c1c63e9cacc473b31fd4c342,2019-10,City of London Police,City of London Police,-0.083645,51.512504,On or near LIME STREET PASSAGE,E01032739,City of London 001F,Investigation complete; no suspect identified
f28c5f95c97ca9e8c9dd907721fe64d7774c44ed2225578b37a1e2dab198c49f,2019-10,City of London Police,City of London Police,-0.094464,51.512959,On or near WATLING COURT,E01032739,City of London 001F,Investigation complete; no suspect identified
de8b6f1b6548923ed67de195143b7cdf61fa2fb962e37c16a1b7ef5417cec117,2019-10,City of London Police,City of London Police,-0.078250,51.515033,On or near HOUNDSDITCH,E01000005,City of London 001E,Investigation complete; no suspect identified
80a18d42209fe83e7c43cc6dcd048f59b20707b458f37542bc4e0fa121bbb377,2019-10,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
f775f13a0f01bbfbe89e6faba6cc38cef6a003e52264f0194a07ab7efab1124b,2019-10,City of London Police,City of London Police,,,No location,,,Investigation complete; no suspect identified
cdfdb864cdf989635ff6c2c119c19f7b95cb2fefb9e5ef3c2640dda26e8fec85,2019-10,City of London Police,City of London Police,-0.108164,51.516571,On or near NEW FETTER LANE,E01032740,City of London 001G,Investigation complete; no suspect identified
f816380199f8214f05a9e7e4b1db29ee508ca96aad8ce3c17e558a4375baf961,2019-10,City of London Police,City of London Police,-0.081281,51.512528,On or near FENCHURCH AVENUE,E01032739,City of London 001F,Unable to prosecute suspect
55deaabdc4815a1aaec34e1ee4ade5c59b8c87029a445257ea894853da5ec3c0,2019-10,City of London Police,City of London Police,-0.104281,51.516032,On or near BEAR ALLEY,E01032740,City of London 001G,Investigation complete; no suspect identified
1b0c40b2dda7b03930fd20db2170e400bc3775fd9af57e8f79b37402f6e7f6c8,2019-10,City of London Police,City of London Police,-0.092719,51.512652,On or near QUEEN VICTORIA STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
fa70b12ff66374750e7a2a55c4a0ae87e588de5d408ebf65942e1b79138b2c9f,2019-10,City of London Police,City of London Police,-0.107926,51.516414,On or near BARTLETT COURT,E01032740,City of London 001G,Investigation complete; no suspect identified
baec52467f61e0dfa62c30298c4bd973374855aa1b5a558640f5cc94b3d88235,2019-10,City of London Police,City of London Police,-0.079786,51.517576,On or near Police Station,E01032739,City of London 001F,Investigation complete; no suspect identified
6ac19da47df6a876af8e2c4dc49a286097bb8e79460dfe5c78ef4742fc7d3169,2019-10,City of London Police,City of London Police,-0.086272,51.513114,On or near BIRCHIN LANE,E01032739,City of London 001F,Investigation complete; no suspect identified
f675d472e4ea26e110869746acfa3883f55e8d3ee4986facef23cae5f16bade7,2019-10,City of London Police,City of London Police,-0.073850,51.509313,On or near MANSELL STREET,E01004293,Tower Hamlets 027B,Investigation complete; no suspect identified
2243f292aa841a135b22735f92ba6b430bc04252cde95081da255f31f2e55dd8,2019-10,City of London Police,City of London Police,-0.096561,51.514513,On or near CHEAPSIDE,E01032739,City of London 001F,Investigation complete; no suspect identified
19fca8e66a072af5b7d664fde43f2b9ab953ad8988285b66bf4abd6ac285841f,2019-10,City of London Police,City of London Police,-0.077935,51.514281,On or near DUKE'S PLACE,E01032739,City of London 001F,Unable to prosecute suspect
367819809e19275541cf219e471e17908b0ccf08b99deea9c37421e748673916,2019-10,City of London Police,City of London Police,-0.082913,51.513463,On or near LEADENHALL STREET,E01032739,City of London 001F,Investigation complete; no suspect identified
b584fe28bd8fd878b53a0016571a24fc17596a7a58f21f2d2619c0ae62409925,2019-10,City of London Police,City of London Police,-0.084967,51.512598,On or near BELL INN YARD,E01032739,City of London 001F,Investigation complete; no suspect identified
beec2d27d3fd3ee9605acc0d764173db13c005fd0d3cbb20ddf4953befe74dc6,2019-10,City of London Police,City of London Police,-0.095892,51.516391,On or near NOBLE STREET,E01000001,City of London 001A,Unable to prosecute suspect
8b1947732fb17ec8fa3ba2d2c47d0884d804689e09c19454dbf66aa01e4f0db5,2019-10,City of London Police,City of London Police,-0.100179,51.514158,On or near Shopping Area,E01032739,City of London 001F,Investigation complete; no suspect identified
97ff2780154a52877dcda01fe090070710e8ace951fed7cf214c86f4efa6813c,2019-10,City of London Police,City of London Police,-0.092865,51.510182,On or near Parking Area,E01032739,City of London 001F,Investigation complete; no suspect identified
af77282880eb747a8384515c1c8a3415e529b3f584c3f70b83861929255aaadc,2019-10,City of London Police,City of London Police,-0.097645,51.515142,On or near ST MARTIN'S LE GRAND,E01032739,City of London 001F,Investigation complete; no suspect identified
2c795e28a4e154f034e3bc2388bc2e8c857d17fe82f7365ba5d04bdd5104f5b7,2019-10,City of London Police,City of London Police,-0.085173,51.518680,On or near FINSBURY AVENUE,E01032739,City of London 001F,Investigation complete; no suspect identified
