cell_id,Unnamed: 0,lon,lat,amenity_   ,amenity_Childrens Centre,amenity_Housing Office,amenity_Nutritionist,amenity_Samuel Court,amenity_Scout_hut,amenity_Scouts,amenity_Shisha_Lounge,amenity_accountants,amenity_adult_education,amenity_advice,amenity_advice_bureau,amenity_aircraft_fuel,amenity_animal_boarding,amenity_animal_shelter,amenity_archive,amenity_archives,amenity_art,amenity_art_gallery,amenity_art_school,amenity_arts_centre,amenity_atm,amenity_atm;telephone,amenity_bakery,amenity_bank,amenity_bar,amenity_bar;restaurant,amenity_bbq,amenity_beauty_clinic,amenity_bell,amenity_bench,amenity_bicycle_parking,amenity_bicycle_pump,amenity_bicycle_rental,amenity_bicycle_repair_station,amenity_biergarten,amenity_bin,amenity_binoculars,amenity_bird_hide,amenity_boat_rental,amenity_boat_storage,amenity_bookmaker,amenity_boot_brush,amenity_boot_cleaner,amenity_brothel,amenity_buggy_parking,amenity_building_society,amenity_bureau_de_change,amenity_bus_station,amenity_business,amenity_cabinet,amenity_cadet hut,amenity_cafe,amenity_canteen,amenity_car_pound,amenity_car_rental,amenity_car_sharing,amenity_car_wash,amenity_care_home,amenity_casino,amenity_charging_station,amenity_check_in,amenity_childcare,amenity_childrens_play_centre,amenity_chiropodist,amenity_church_hall,amenity_cinema,amenity_cinema; theatre,amenity_clinic,amenity_clock,amenity_clothes_dryer,amenity_club,amenity_collection_point,amenity_college,amenity_community_centre,amenity_community_centre;preschool,amenity_community_hall,amenity_composting,amenity_compressed_air,amenity_concert_hall,amenity_conference_centre,amenity_construction,amenity_cookery_school,amenity_counselling,amenity_court_house,amenity_courthouse,amenity_coworking_space,amenity_coworking_space;cafe,amenity_crematorium,amenity_cyber_cafe,amenity_dancing_school,amenity_dead_post_office,amenity_dead_pub,amenity_deli,amenity_delivery_office,amenity_dentist,amenity_device_charging_station,amenity_disused,amenity_disused:pub,amenity_disused:restaurant,amenity_disused_post_box,amenity_disused_pub,amenity_dive_centre,amenity_doctors,amenity_dog_litter_box,amenity_dog_waste_basket,amenity_dojo,amenity_drinking_water,amenity_driving_school,amenity_driving_test_centre,amenity_dry_cleaners,amenity_education_centre,amenity_employment_agency,amenity_escape_game,amenity_escooter_rental,amenity_estate_agent,amenity_events_venue,amenity_fast_food,amenity_fast_food;restaurant,amenity_ferry_terminal,amenity_financial_advice,amenity_fire_station,amenity_fixme,amenity_flight_school,amenity_food_court,amenity_food_sharing,amenity_former_fast_food,amenity_former_fuel,amenity_former_police,amenity_former_pub,amenity_formerly_cafe,amenity_fountain,amenity_fuel,amenity_gallery,amenity_gambling,amenity_garage,amenity_gate,amenity_grave_yard,amenity_grit_bin,amenity_gym,amenity_hairdresser,amenity_hall,amenity_health,amenity_health_centre,amenity_healthcare,amenity_hookah_lounge,amenity_hospital,amenity_hospital_department,amenity_housing_office,amenity_hunting_stand,amenity_ice_cream,amenity_information,amenity_information_centre,amenity_interior,amenity_internet_cafe,amenity_job_centre,amenity_juice_bar,amenity_kindergarten,amenity_kitchen,amenity_language_school,amenity_launderette,amenity_learned_society,amenity_learned_society;library,amenity_left_luggage,amenity_leisure_centre,amenity_letter_box,amenity_library,amenity_lifeboat,amenity_lifeboat_station,amenity_lift,amenity_litter_bin,amenity_livery_hall,amenity_loading_dock,amenity_locker,amenity_locksmith,amenity_lost_property,amenity_lounge,amenity_lounger,amenity_mall,amenity_marketplace,amenity_massage_parlour,amenity_mechanic,amenity_medical,amenity_medical_centre,amenity_micro_scooter_parking,amenity_mobile_library,amenity_mobile_phone_mast,amenity_monastery,amenity_money_transfer,amenity_mortuary,amenity_motorcycle_parking,amenity_motorcycle_parking;telephone,amenity_mounting_block,amenity_municipal,amenity_music_school,amenity_music_venue,amenity_musical_instrument,amenity_newspaper_distribution_bin,amenity_nightclub,amenity_notice_board,amenity_nursery,amenity_nursing_home,amenity_office,amenity_old_pub,amenity_parcel_licker,amenity_parcel_locker,amenity_parcel_lockers,amenity_parking,amenity_parking_entrance,amenity_parking_meter,amenity_parking_space,amenity_pawnbroker,amenity_pet,amenity_pet_waste_basket,amenity_pharmacy,amenity_phone,amenity_photo_booth,amenity_piano,amenity_place_of_worship,amenity_play_centre,amenity_plumber,amenity_pole,amenity_police,amenity_polling_station,amenity_post_box,amenity_post_box;bicycle_parking,amenity_post_depot,amenity_post_office,amenity_power_socket,amenity_prep_school,amenity_printer,amenity_printers,amenity_private_club,amenity_pub,amenity_pub_construction,amenity_public_bookcase,amenity_public_building,amenity_public_display_screen,amenity_public_hall,amenity_reception_desk,amenity_recycling,amenity_register_office,amenity_reprographics,amenity_research_institute,amenity_residential_home,amenity_restaurant,amenity_sanitary_dump_station,amenity_school,amenity_scooter_parking,amenity_scout,amenity_scout_hall,amenity_scout_hut,amenity_sculpture,amenity_security,amenity_security_control,amenity_self_storage,amenity_serviced_office,amenity_shared_office,amenity_shelter,amenity_shoe_shine,amenity_shopping,amenity_shops,amenity_shower,amenity_smoking_area,amenity_snooker_hall,amenity_social,amenity_social_centre,amenity_social_club,amenity_social_facility,amenity_solicitor,amenity_spa,amenity_speed_trap,amenity_sport,amenity_sports_club,amenity_stables,amenity_storage,amenity_stripclub,amenity_student_accommodation,amenity_student_union,amenity_studio,amenity_studio;theatre,amenity_stumps,amenity_surgery,amenity_swingerclub,amenity_tailor,amenity_tanning,amenity_taxi,amenity_taxi_point,amenity_telephone,amenity_telephone_exchange,amenity_temporary_toilet_site,amenity_theatre,amenity_therapists,amenity_ticket_booth,amenity_ticket_office,amenity_ticket_validator,amenity_toilets,amenity_townhall,amenity_traffic_camera,amenity_traffic_light_camera,amenity_training,amenity_translation_services,amenity_trolley_bay,amenity_tuition,amenity_tutoring_centre,amenity_university,amenity_user_defined,amenity_vacant,amenity_vacuum_cleaner,amenity_van_rental,amenity_vehicle_inspection,amenity_vending_machine,amenity_vending_machine;post_box,amenity_veterinary,amenity_viewing_platform,amenity_village_hall,amenity_waiting_room,amenity_warehouse,amenity_waste_basket,amenity_waste_disposal,amenity_waste_transfer_station,amenity_water_fountain,amenity_water_point,amenity_water_pump,amenity_watering_place,amenity_weapon_bin,amenity_weathervane,amenity_weighbridge,amenity_yes,amenity_youth_project
837,60361536,-646.3891232,73456.400392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,0,0,5,4,0,0,0,0,359,78,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,64,0,0,2,1,7,0,0,7,0,1,0,0,0,1,0,0,5,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,1,1,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,1,51,0,2,0,3,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,7,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,24,12,0,4,0,1,0,20,0,0,0,10,0,0,0,3,0,292,0,1,16,1,0,0,0,0,43,0,0,0,0,0,0,12,0,0,0,0,64,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,32,0,0,2,0,0,0,0,39,1,0,1,0,0,0,0,0,0,0,0,0,0,0,16,0,5,0,0,0,0,91,1,0,0,0,0,1,0,0,0,0,0
840,439168962,-2455.774165,493427.660928,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,161,1,0,57,42,0,0,0,0,1815,1918,0,119,10,0,0,1,0,3,0,0,0,0,0,0,0,17,2,1,0,0,456,0,0,8,119,9,0,0,119,0,30,0,0,0,8,0,24,12,0,0,1,5,24,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,1,0,0,0,47,0,0,1,61,0,0,0,0,0,0,28,1,4,307,0,7,0,0,0,0,1,0,0,0,0,0,0,29,28,0,0,0,1,0,15,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,3,1,0,42,0,2,0,0,0,0,0,0,20,1,1,0,0,0,1,0,0,0,0,0,1,11,0,0,0,1,0,0,1,0,9,0,132,0,1,0,1,1,0,0,9,1,4,0,0,1,0,7,0,56,56,0,3,0,0,0,107,0,2,0,51,0,0,0,4,0,1139,0,0,46,0,2,0,0,0,175,0,2,5,0,0,0,127,0,0,0,0,617,2,37,0,1,0,0,0,0,0,0,0,0,20,0,0,0,0,5,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,19,0,365,0,0,7,0,0,0,0,106,1,0,0,0,0,0,1,0,1,0,0,0,0,1,73,0,16,0,0,0,0,654,9,0,0,2,0,1,0,0,2,0,0
841,408073025,-1035.1070398,520141.766655,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,6,182,0,0,54,46,0,2,0,0,2494,1714,0,12,2,0,0,0,0,0,1,0,0,0,0,1,1,5,4,0,2,0,434,0,0,6,82,14,0,1,86,0,13,0,2,0,8,0,18,14,0,0,0,5,36,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,5,0,0,55,0,1,0,0,0,0,0,36,0,0,3,38,3,0,0,0,0,0,0,1,6,340,0,0,0,1,0,0,0,0,0,0,0,0,0,24,32,0,2,0,0,1,71,0,1,0,1,1,1,1,2,0,0,0,2,0,0,0,3,0,0,37,0,0,0,0,0,0,0,0,14,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,8,1,25,0,0,0,2,0,0,0,8,0,2,3,0,0,0,14,0,48,14,0,99,0,0,0,94,0,0,0,63,0,0,0,7,1,876,1,4,55,0,1,0,0,0,152,1,14,0,0,0,0,163,0,0,0,0,472,2,26,0,0,0,1,0,0,0,1,0,0,20,0,2,0,1,0,0,0,0,2,5,0,2,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,23,1,304,0,0,8,0,0,0,0,75,1,1,0,3,0,0,3,0,2,1,0,0,0,0,71,0,13,0,0,0,0,1413,16,0,0,4,0,1,2,0,0,0,0
864,4808181,-53.5187665,5847.744187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,36,0,0,2,0,0,0,0,0,7,0,0,1,0,0,0,1,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0
868,121477646,-834.3891912,160069.252486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,71,0,0,29,11,0,0,0,0,375,392,0,0,19,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,146,0,0,3,21,2,0,2,26,0,4,0,0,0,5,0,11,1,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,36,0,1,0,0,0,0,0,9,0,0,0,12,1,0,0,0,0,0,0,0,3,116,0,9,0,2,0,0,0,0,0,0,0,0,0,15,18,0,0,0,0,0,15,0,0,0,0,0,0,0,1,0,0,12,3,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,14,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,1,0,0,0,2,0,44,39,0,4,0,0,0,52,0,1,0,24,0,0,0,4,0,749,0,0,39,0,0,0,0,0,89,0,2,4,0,0,0,49,1,0,0,0,204,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,0,97,0,0,3,0,0,0,0,49,1,0,0,1,0,0,3,0,0,0,0,0,0,0,22,1,11,0,0,0,0,140,0,0,0,0,0,1,0,0,0,0,0
870,1264880397,-3231.6057603,1656141.600205,1,1,0,1,1,0,0,0,0,1,3,0,0,0,0,0,1,1,1,1,25,717,0,4,217,539,1,6,0,0,5100,7107,1,703,35,1,0,0,0,4,0,1,0,0,2,0,0,87,5,1,4,0,1821,3,1,27,318,24,1,20,242,1,46,0,0,1,42,0,83,106,0,0,0,42,73,0,0,0,6,1,6,1,1,0,1,3,8,1,1,0,1,1,8,1,0,199,0,1,1,0,1,1,1,116,1,0,5,177,5,0,0,0,2,1,0,0,20,1298,1,21,0,5,2,0,5,1,0,0,0,0,0,130,63,1,2,0,0,3,148,1,0,1,0,1,0,0,3,1,1,1,40,2,1,1,15,2,1,81,1,7,0,1,4,5,0,1,57,2,0,0,0,1,4,0,1,2,0,0,0,20,1,0,0,1,0,0,0,0,18,0,663,1,0,1,4,1,2,4,71,2,2,2,7,2,0,22,0,281,128,1,10,1,0,0,303,3,8,6,169,0,1,1,19,0,2109,0,6,163,0,3,2,1,2,633,0,34,3,0,0,3,484,0,0,3,0,2764,5,52,0,0,0,0,1,1,0,0,1,2,30,1,9,0,5,1,0,0,6,0,24,0,0,0,1,0,0,1,6,2,1,40,0,0,1,0,1,1,90,0,1666,0,1,52,1,7,1,6,252,0,0,0,6,1,1,0,1,30,0,0,0,0,3,220,0,24,0,0,1,1,1663,38,1,0,11,0,5,0,1,0,0,0
896,13824162,-85.24949289999999,18271.116347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,3,0,0,0,0,72,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1,0,1,0,0,5,0,3,0,0,1,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,4,0,0,0,0,0,6,0,0,0,5,0,0,0,1,0,103,0,0,7,0,0,0,0,0,12,0,0,2,0,0,0,2,0,0,0,0,20,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
899,167753310,-217.2344376,236854.086148,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,67,36,0,0,0,0,605,453,0,2,3,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,251,0,1,6,30,10,0,1,19,0,14,1,0,0,7,0,10,5,0,2,0,5,20,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,2,0,37,0,0,0,8,0,0,0,0,0,0,0,0,0,375,0,0,0,2,0,0,0,0,0,0,0,0,0,5,40,0,2,0,0,0,18,0,0,1,0,0,0,0,4,0,0,0,5,0,0,0,7,0,0,27,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,1,0,0,0,1,0,52,43,0,3,0,0,0,120,0,1,0,79,0,0,0,1,0,988,0,6,59,0,0,0,0,0,154,0,1,6,0,1,0,59,0,0,0,0,265,0,20,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,32,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,9,0,117,1,0,6,0,0,0,4,55,0,0,0,0,0,0,0,0,2,0,0,0,1,0,23,0,10,0,0,0,0,231,0,0,0,0,0,1,0,0,0,0,0
900,393681054,239.2183048,403027.244536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,140,0,0,42,35,0,4,0,3,2185,1208,0,27,6,0,0,0,0,1,0,0,1,12,0,0,0,5,0,0,0,0,242,0,0,9,49,12,1,2,149,0,30,0,0,1,7,0,15,18,0,0,0,7,25,0,2,1,5,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,1,30,0,0,0,0,0,0,0,29,0,0,2,28,0,0,1,0,0,0,0,2,3,317,0,8,0,2,0,0,1,0,0,0,0,0,0,58,23,0,2,1,0,0,22,0,0,1,0,2,0,0,1,0,0,0,14,0,0,0,2,0,0,12,0,0,2,0,0,0,1,0,15,0,0,0,0,0,4,0,0,0,1,7,0,9,0,0,1,3,0,0,0,1,9,0,10,0,0,0,2,1,0,0,3,6,0,0,2,0,0,20,0,37,101,0,51,0,0,0,84,0,5,1,67,0,0,0,4,0,687,0,1,43,0,3,0,0,0,101,0,3,0,1,0,3,92,0,1,0,0,258,0,11,2,0,0,0,0,0,0,0,0,0,11,0,0,0,3,0,1,0,0,2,7,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,23,0,166,0,0,5,0,0,0,10,92,1,0,0,1,0,1,1,0,1,0,0,1,0,1,61,0,9,1,0,0,0,926,19,1,1,3,0,1,0,0,1,0,1
928,17550981,1.0180262999999998,21265.893556,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,131,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,11,1,0,0,0,0,0,9,0,0,0,10,0,0,0,1,0,100,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0
930,129786837,415.2405257,151934.529522,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,31,3,0,2,0,0,610,150,0,2,2,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,1,115,0,0,7,0,7,1,0,24,0,6,0,0,3,4,0,4,9,0,0,0,0,12,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,0,0,0,0,0,0,0,12,0,0,0,4,2,0,0,0,0,0,0,0,0,110,0,1,0,1,0,0,0,0,0,0,0,0,0,13,30,0,0,0,0,0,20,0,0,3,0,0,0,0,5,0,0,0,5,0,0,0,1,0,0,9,0,0,0,0,0,0,1,0,8,0,0,0,1,0,67,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,3,0,0,0,0,0,0,1,43,13,0,0,0,0,0,41,0,0,0,38,0,0,0,2,0,582,0,1,42,0,1,0,0,0,89,0,1,0,0,0,0,50,0,0,0,0,155,0,9,0,0,1,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,7,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,91,0,0,3,0,0,0,0,31,2,0,0,1,0,16,0,0,0,0,0,1,0,0,17,0,8,0,0,0,0,272,0,0,0,0,0,1,0,0,1,0,0
960,52683167,357.2149435,52364.279418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,3,9,0,0,0,0,262,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,2,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,4,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,7,21,0,0,0,0,0,11,0,0,0,10,0,0,0,0,0,100,0,1,14,0,0,0,0,0,37,0,1,0,0,0,0,11,0,0,0,1,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,33,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,0,0,0,0,161,0,0,0,0,0,1,0,0,0,0,0
961,23719797,135.3311758,32574.93743,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,196,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,10,0,0,0,0,0,0,11,0,0,0,6,0,0,0,0,0,125,0,0,11,0,0,0,0,0,20,0,0,0,0,0,0,28,0,0,0,0,18,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0
992,13559920,140.1447798,24183.378303,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,53,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,18,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,8,0,0,0,11,0,0,0,8,0,0,0,0,0,138,0,0,8,0,0,0,0,0,24,0,0,0,0,0,0,9,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,20,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,26,0,0,0,0,0,0,0,0,0,0,0
1024,2068189,27.7810566,3693.240212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,25,0,0,1,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
