lon,lat,amenity
-0.1061449,51.467487,bicycle_parking
-0.1113977,51.488853,bicycle_parking
-0.2616692,51.490868,post_box
-0.2633361,51.489487,post_box
-0.2666974,51.488518,post_box
-0.2698549,51.48882,post_box
-0.2701228,51.489014,pub
-0.3230035,51.456383,pub
-0.1564081,51.383266,bicycle_parking
-0.1137203,51.504105,pub
-0.0850027,51.49352,telephone
-0.085346,51.493603,post_box
-0.0917264,51.494232,post_box
-0.0953969,51.49422,post_box
-0.355818,51.56256,fast_food
-0.0677416,51.460438,post_box
-0.0152349,51.49037,post_box
-0.014936,51.49084,bicycle_parking
-0.0173617,51.487858,post_box
-0.0137505,51.48729,post_box
-0.0069528,51.48898,telephone
-0.0074982,51.48876,pharmacy
-0.0133448,51.499428,post_box
-0.0094923,51.498997,telephone
-0.0093268,51.496532,post_box
-0.0090923,51.49635,telephone
-0.0075959,51.495193,recycling
-0.0077832,51.495293,dentist
-0.0074739,51.49537,veterinary
-0.0068108,51.49556,restaurant
-0.0064864,51.492367,telephone
-0.1331176,51.63376,fuel
-0.1395168,51.51086,bar
-0.1398884,51.51131,bar
-0.1393146,51.51091,restaurant
-0.0659103,51.477287,post_box
-0.4477619,51.448208,fuel
-0.4582931,51.446968,place_of_worship
-0.4561813,51.447243,cafe
-0.1091471,51.504505,pub
-0.0916244,51.50939,pub
-0.2426702,51.377083,post_box
-0.2391725,51.372253,post_box
-0.2357885,51.375923,bicycle_parking
-0.2335606,51.38005,post_box
-0.2223424,51.376255,bicycle_parking
-0.2298749,51.37653,post_box
-0.2382639,51.38548,post_box
-0.2230892,51.375576,post_box
-0.1249853,51.513977,pub
-0.2149625,51.375652,post_box
-0.2139616,51.371056,post_box
-0.2185328,51.372784,post_box
-0.2247129,51.37283,fuel
-0.2429093,51.35589,post_box
-0.2457685,51.360172,post_box
-0.2414103,51.359486,post_box
-0.2478212,51.36302,pub
-0.2477696,51.363483,library
-0.2480174,51.363377,bicycle_parking
-0.2416942,51.378082,bicycle_parking
-0.2355,51.38652,bicycle_parking
-0.238615,51.367554,post_box
-0.2442811,51.368004,post_box
-0.2439635,51.37511,telephone
-0.2439217,51.375053,post_box
-0.1967096,51.363808,pub
-0.1986038,51.36683,place_of_worship
-0.2021213,51.363728,post_box
-0.1961348,51.371605,place_of_worship
-0.208399,51.37173,bicycle_parking
-0.2000034,51.377754,post_box
-0.1969675,51.37484,post_box
-0.2027255,51.374275,post_box
-0.2036774,51.37268,school
-0.2056583,51.36616,post_box
-0.214476,51.362213,post_box
-0.2127674,51.367863,post_box
-0.2161121,51.356716,telephone
-0.2165566,51.3588,post_box
-0.2178574,51.36113,fuel
-0.2186386,51.365234,school
-0.2200438,51.363373,post_box
-0.217529,51.36792,post_box
-0.217892,51.36786,bicycle_parking
-0.223091,51.365566,post_box
-0.2283215,51.36401,post_box
-0.238622,51.3836,post_box
-0.2405085,51.38535,post_box
-0.244135,51.380013,pub
-0.2226174,51.369816,post_box
-0.2250257,51.368572,pharmacy
-0.2284095,51.37138,bicycle_parking
-0.2283121,51.371487,post_office
-0.2320993,51.372875,pub
-0.2339453,51.374435,post_box
-0.2355882,51.375446,place_of_worship
-0.2325573,51.366177,post_box
-0.2119143,51.49496,bicycle_parking
-0.2131408,51.494553,bicycle_parking
-0.2141671,51.49698,post_box
-0.2191338,51.496048,post_box
-0.2161373,51.4946,post_box
-0.2158631,51.49444,bicycle_parking
-0.2165479,51.49498,telephone
-0.220335,51.493,bicycle_parking
-0.2197758,51.493126,bicycle_parking
-0.2217478,51.494797,post_box
-0.2207251,51.496178,bicycle_parking
-0.221756,51.50027,pub
-0.2197271,51.50298,bicycle_parking
-0.2183052,51.50279,bicycle_parking
-0.2160784,51.499134,post_box
-0.2194231,51.49925,post_box
-0.2407853,51.378395,bicycle_parking
-0.223247,51.37263,bicycle_parking
-0.2251599,51.373768,bicycle_parking
-0.2223443,51.382175,post_box
-0.2207969,51.384808,post_box
-0.2121269,51.385025,post_box
-0.212783,51.384613,telephone
-0.1260872,51.465706,pub
-0.2351129,51.370213,post_box
-0.2251111,51.368084,bicycle_parking
-0.2233591,51.36574,telephone
-0.2240896,51.36864,recycling
-0.217643,51.360703,pub
-0.22956,51.369675,post_box
-0.2370648,51.376774,bicycle_parking
-0.2199633,51.388153,library
-0.2384025,51.376804,bicycle_parking
-0.2389691,51.37735,bicycle_parking
-0.2390752,51.377415,post_box
-0.2415465,51.378597,bicycle_parking
-0.2393005,51.378433,bicycle_parking
-0.237058,51.376465,pub
0.0188053,51.406773,place_of_worship
0.0109109,51.37768,fuel
0.0097138,51.376217,parking
-0.2266828,51.385902,bicycle_parking
-0.2263114,51.387283,post_box
-0.2280547,51.39082,crematorium
-0.2239144,51.38903,post_box
-0.2173038,51.38892,post_box
-0.2166262,51.357445,pharmacy
0.1043862,51.398113,parking
-0.3098108,51.59998,post_box
-0.1246974,51.491776,ferry_terminal
-0.5122801,51.520657,pub
-0.1335494,51.499805,bicycle_parking
-0.218059,51.380047,post_box
-0.2108494,51.380905,post_box
-0.2072867,51.388992,post_box
-0.2068863,51.389336,bicycle_parking
-0.2068588,51.389225,dentist
-0.1755956,51.631992,toilets
-0.1322257,51.463055,post_box
-0.3902654,51.53678,pub
-0.1171709,51.50593,cafe
-0.4783825,51.457474,post_box
-0.4801849,51.457405,telephone
-0.4785331,51.4575,post_office
-0.125595,51.501144,pub
-0.2539185,51.49107,post_box
-0.2548747,51.49563,theatre
-0.2602531,51.336754,post_box
-0.4377842,51.448612,post_box
0.0252946,51.57581,library
-0.5092379,51.43253,bus_station
-0.5155384,51.435062,pub
-0.5181658,51.436005,pub
-0.5120865,51.435955,toilets
-0.5111478,51.435215,bicycle_parking
-0.5126069,51.435978,bicycle_parking
-0.5104268,51.434216,bicycle_parking
-0.5122082,51.433693,bicycle_parking
-0.4930858,51.376846,pub
-0.130279,51.469078,post_box
-0.1274753,51.47121,place_of_worship
-0.1270985,51.47055,post_box
-0.1280363,51.46788,telephone
-0.1274025,51.46815,bicycle_parking
-0.1261394,51.469162,bicycle_parking
-0.1268044,51.468582,bicycle_parking
-0.126986,51.46853,post_box
-0.1221637,51.46961,pub
-0.1200659,51.469643,telephone
-0.5535712,51.322815,post_box
-0.5587904,51.320328,bicycle_parking
-0.5596878,51.320602,cinema; theatre
-0.575012,51.309082,telephone
-0.5929326,51.307472,parking
-0.5777436,51.30661,post_box
-0.5835508,51.306866,post_box
-0.5598019,51.32045,theatre
-0.5902452,51.306583,post_box
-0.5838649,51.301933,post_box
-0.5732497,51.296375,pub
-0.558424,51.316917,bicycle_parking
-0.5597025,51.30221,atm
-0.5593848,51.302197,post_box
-0.555021,51.30625,post_box
-0.5513398,51.302975,post_box
-0.5515139,51.304234,pub
-0.5613077,51.29868,bench
-0.5635301,51.296623,post_box
-0.5599203,51.282494,village_hall
-0.5578359,51.28104,post_box
-0.0523213,51.472984,telephone
-0.0869608,51.47353,post_box
-0.5596482,51.28018,pub
-0.3713872,51.57705,bar
-0.3709372,51.57678,pub
0.0007054,51.54054,post_box
0.000748,51.540573,telephone
0.0017551,51.541134,bicycle_parking
0.0026162,51.54109,telephone
0.0034932,51.54157,telephone
0.0040881,51.54261,bicycle_parking
0.0045858,51.545315,telephone
0.0030094,51.49984,bicycle_parking
-0.2137741,51.417202,post_box
-0.216982,51.416466,post_box
-0.2176577,51.412933,post_box
-0.2057763,51.415745,post_box
-0.4715532,51.4577,post_box
-0.2109804,51.408806,post_box
-0.2057275,51.41126,post_box
-0.2014005,51.41053,post_box
-0.2000972,51.408947,post_box
-0.1986539,51.405655,post_box
-0.1987358,51.405678,telephone
-0.1934733,51.40406,post_box
-0.1968541,51.4018,post_box
-0.1221001,51.521236,telephone
-0.1217243,51.52124,bicycle_parking
-0.4752273,51.451286,pub
-0.5597959,51.319504,parking
-0.559198,51.321487,cafe
-0.5564275,51.31183,toilets
-0.5600027,51.311966,post_box
-0.5568038,51.30996,bicycle_parking
-0.5559656,51.309464,parking
-0.5598834,51.31365,surgery
-0.5597692,51.313583,bicycle_parking
-0.3106637,51.588284,post_box
-0.3086883,51.590317,post_box
-0.5703867,51.294567,pub
-0.5398445,51.310143,post_box
-0.5483862,51.31143,post_box
-0.5545903,51.31356,post_box
-0.5486244,51.315914,post_box
-0.5458904,51.319027,post_box
-0.5604568,51.303562,post_box
-0.5643287,51.30053,post_box
-0.1667879,51.571754,restaurant
-0.0877605,51.392,bicycle_parking
-0.0878672,51.392002,post_box
0.367702,51.512535,post_office
-0.5723342,51.316467,post_box
-0.5741914,51.31371,post_box
-0.5706923,51.315506,post_box
-0.5644487,51.317223,post_box
-0.5953702,51.317833,post_box
-0.5574969,51.42807,post_box
-0.5548173,51.426346,post_box
-0.5524307,51.428944,post_box
-0.5509958,51.43025,post_box
-0.5520475,51.43163,telephone
-0.5520493,51.431625,post_box
-0.5668742,51.432674,post_box
-0.5730482,51.43469,post_box
-0.5732218,51.430332,post_box
-0.5728488,51.42691,telephone
-0.5727119,51.42737,post_box
-0.5724838,51.42626,education_centre
-0.5695467,51.425888,telephone
-0.57185,51.429234,parking
-0.1902562,51.618618,kindergarten
-0.1782598,51.648335,kindergarten
-0.1746584,51.627373,pub
-0.5143542,51.43398,pub
-0.5130665,51.433815,bicycle_parking
-0.5125163,51.434525,restaurant
-0.4805849,51.426655,post_box
-0.5790209,51.315212,post_box
-0.0808195,51.652184,bicycle_parking
-0.1766605,51.614315,bicycle_parking
-0.178995,51.630226,bicycle_parking
-0.1755173,51.63183,bicycle_parking
-0.4992519,51.609604,toilets
-0.5587206,51.32017,post_box
-0.511928,51.433723,post_office
-0.5099251,51.432407,bicycle_parking
-0.5107547,51.43204,bicycle_parking
-0.5110881,51.432163,library
-0.1936674,51.649914,bicycle_parking
-0.1732709,51.648617,taxi
-0.5142499,51.43337,bicycle_parking
-0.5140391,51.433075,telephone
-0.5142051,51.432995,pub
-0.1075107,51.507164,pub
-0.1077261,51.50712,fast_food
-0.4678393,51.436375,telephone
-0.4684721,51.43637,bicycle_parking
-0.1795606,51.61117,bicycle_parking
-0.1765489,51.61807,bicycle_parking
-0.17544,51.630386,pharmacy
0.0075495,51.545795,post_box
0.0152505,51.54589,post_box
0.0238788,51.548622,post_box
0.0345715,51.553635,post_box
0.0346031,51.550392,post_box
0.0397772,51.549713,post_box
0.0199256,51.54555,post_box
-0.2150702,51.354767,pharmacy
-0.3499056,51.55125,bicycle_parking
0.057286,51.529854,place_of_worship
0.0578313,51.530693,doctors
-0.2586828,51.490147,post_box
-0.2592963,51.48861,post_box
-0.2608975,51.49187,library
0.0584113,51.527275,doctors
0.0623612,51.526917,post_box
0.0675364,51.526062,telephone
0.0674972,51.526363,post_box
0.0590254,51.533764,post_office
0.0477366,51.52962,post_box
0.0456775,51.53143,doctors
0.0452445,51.53136,pub
0.0444006,51.531162,fast_food
0.0423003,51.528206,post_box
0.0347966,51.53703,telephone
-0.5138504,51.434605,bicycle_parking
0.003835,51.53493,post_box
0.0053546,51.533672,recycling
0.0071748,51.531284,telephone
0.0061305,51.53058,post_box
0.0148992,51.53261,post_box
0.0138834,51.53325,telephone
0.0131653,51.533535,atm
0.012286,51.533962,post_box
0.011662,51.533974,telephone
0.0068841,51.53563,telephone
0.0051364,51.53855,post_box
0.0040219,51.539253,telephone
0.0021059,51.540657,restaurant
-0.1942419,51.61205,post_box
-0.18136,51.6305,post_box
-0.1875233,51.616276,post_box
0.0335698,51.562283,atm
-0.3747529,51.49614,Shisha_Lounge
-0.375732,51.497154,pub
-0.3778137,51.49338,post_box
-0.3876531,51.49436,post_box
-0.3816197,51.491566,post_box
-0.3853726,51.491882,post_box
-0.0654365,51.514744,post_box
-0.0816571,51.51356,post_box
-0.1029976,51.51649,post_box
-0.1104226,51.517937,post_box
-0.1209976,51.51853,post_box
-0.584284,51.31753,post_box
-0.5902681,51.318634,bicycle_parking
-0.5911144,51.317986,recycling
-0.2107149,51.353954,telephone
-0.2013883,51.357483,post_box
-0.1992946,51.35789,veterinary
-0.1964287,51.358044,post_box
-0.5581492,51.32012,telephone
-0.5576175,51.319817,bicycle_parking
-0.5578512,51.320263,waste_basket
-0.5822925,51.320244,telephone
-0.582409,51.320305,post_box
-0.1909384,51.35927,bicycle_parking
-0.1908637,51.358677,recycling
-0.1913009,51.35825,atm
-0.5979152,51.32273,telephone
-0.1918859,51.355675,post_box
-0.191,51.35838,telephone
-0.1881942,51.352795,post_box
-0.1878409,51.350117,post_box
-0.1858526,51.348637,post_box
-0.1838407,51.351624,post_box
-0.1814438,51.357105,post_box
-0.1784389,51.359055,post_box
-0.1784492,51.358883,telephone
-0.1792846,51.350277,post_box
-0.1827363,51.346157,post_box
-0.1879204,51.341347,post_box
-0.1864377,51.34667,post_box
-0.1924241,51.34761,post_box
-0.1928,51.35077,post_box
-0.1941652,51.349144,telephone
-0.1964713,51.347523,post_box
-0.1968729,51.34775,recycling
0.0068263,51.536137,post_box
0.0072682,51.53608,telephone
0.0075105,51.535976,recycling
-0.1826908,51.35627,post_box
-0.1878993,51.35665,post_box
-0.1874657,51.355534,post_box
0.0108792,51.53445,recycling
0.0189101,51.533463,post_box
0.0157808,51.536934,post_box
0.012727,51.537094,post_box
0.0116904,51.53721,telephone
0.0054699,51.538254,recycling
-0.1954917,51.35649,register_office
0.3417055,51.32531,toilets
-0.1774665,51.361305,post_box
-0.1738146,51.36299,fast_food
-0.1721394,51.362896,fuel
-0.1727616,51.363,hall
-0.1726074,51.362976,club
-0.1718608,51.361164,mobile_library
-0.1704887,51.357147,telephone
-0.170702,51.35682,dentist
-0.1707127,51.356747,accountants
-0.1773918,51.355324,post_box
0.2338479,51.548775,pub
-0.0761693,51.398552,pub
-0.0053774,51.55476,post_box
-0.0051333,51.55488,fast_food
-0.1711835,51.354527,post_box
-0.0039837,51.550976,post_box
-0.1732199,51.35252,recycling
-0.0736716,51.379936,pub
-0.0020481,51.5494,post_box
0.0019745,51.545456,kindergarten
0.0007403,51.545357,post_box
2.78E-05,51.54496,telephone
0.0012228,51.54226,parking
0.0032106,51.54275,pub
0.0028343,51.542458,pub
-0.1755719,51.34595,mobile_library
-0.176011,51.345245,post_box
-0.1839175,51.343002,post_box
-0.0573056,51.688335,parking
-0.0580265,51.688942,parking
-0.0577347,51.687332,parking
-0.0594599,51.68816,parking
-0.1990588,51.461407,bicycle_parking
-0.0423529,51.68099,recycling
-0.0761644,51.651215,recycling
-0.0656867,51.669758,recycling
-0.2222177,51.68768,toilets
-0.0578814,51.488216,telephone
-0.0577606,51.488197,bicycle_parking
-0.0426593,51.452213,bicycle_parking
-0.1060965,51.507347,atm
-0.1834807,51.61024,post_box
-0.1844581,51.60186,post_box
-0.0718587,51.488647,post_box
-0.0707712,51.485783,post_box
0.3339394,51.49793,post_box
0.33887,51.489475,place_of_worship
0.196218,51.43119,recycling
0.2154687,51.434204,cafe
-0.0753099,51.50411,pub
-0.070399,51.500565,pub
-0.0582562,51.494526,recycling
-0.0549786,51.495018,toilets
-0.0607352,51.494007,place_of_worship
-0.0630164,51.486145,recycling
-0.1322401,51.496857,pub
-0.5698874,51.30601,post_box
-0.5747558,51.29597,post_office
-0.5671859,51.312824,post_box
-0.5645594,51.309334,post_box
-0.5449516,51.302094,pub
-0.17028,51.335545,cafe
-0.0862152,51.39657,pub
-0.064025,51.406624,telephone
-0.0808034,51.43624,post_box
-0.0884625,51.47359,bicycle_parking
-0.0878832,51.473595,bicycle_parking
-0.0877311,51.47358,bicycle_parking
-0.0656662,51.412216,bicycle_parking
-0.3963984,51.679005,pub
-0.0352494,51.49954,post_box
-0.0349909,51.4983,telephone
-0.0360994,51.49831,bicycle_parking
-0.0333245,51.49798,bicycle_parking
-0.0324371,51.499275,bicycle_parking
-0.0344612,51.50432,bicycle_parking
-0.0339857,51.505142,pub
-0.0388712,51.506844,post_box
-0.0345019,51.52317,bicycle_parking
-0.0338242,51.514107,telephone
-0.0330943,51.51337,telephone
-0.0331275,51.513542,post_box
-0.032945,51.513363,bicycle_parking
-0.0259396,51.515762,post_box
-0.0285863,51.517406,post_box
-0.0267418,51.518047,telephone
-0.0256492,51.518234,telephone
-0.093279,51.491737,post_box
0.3040376,51.489853,pharmacy
0.3243858,51.478817,post_box
-0.3932012,51.656593,bicycle_parking
-0.3955211,51.658665,pub
-0.3887,51.6627,post_box
-0.3915308,51.68504,post_box
-0.3957356,51.68978,post_box
-0.4031743,51.688095,post_box
-0.3235723,51.54337,toilets
0.1185925,51.58419,school
0.1462321,51.564514,post_box
0.3225486,51.49835,post_box
0.3665572,51.48172,pharmacy
0.3479572,51.48494,post_box
0.4057702,51.52375,post_box
0.3389568,51.497303,post_box
-0.0728191,51.41632,bicycle_parking
-0.0964153,51.45683,bicycle_parking
-0.0961795,51.456997,bicycle_parking
-0.0448564,51.49197,bicycle_parking
-0.0450866,51.491962,bicycle_parking
-0.0422719,51.48985,atm
-0.0429647,51.486897,post_box
0.300299,51.51854,post_box
0.2617506,51.499477,post_box
-0.0260373,51.491966,waste_disposal
-0.0212959,51.489525,post_box
-0.0210673,51.489494,post_office
-0.1888929,51.60946,post_box
-0.3270363,51.2956,pub
-0.3286762,51.29339,library
-0.137324,51.491062,pub
-0.026204,51.49974,restaurant
-0.2167237,51.360264,bicycle_parking
-0.1353892,51.489857,pub
-0.1366223,51.487263,atm
-0.1781284,51.400925,bicycle_parking
-0.1422056,51.513123,restaurant
-0.1423314,51.513393,restaurant
-0.1373884,51.516506,pub
-0.3483708,51.512478,drinking_water
-0.1371128,51.496964,bicycle_parking
-0.140075,51.49202,restaurant
-0.1406507,51.49193,atm
-0.1402178,51.49119,bicycle_parking
-0.0199312,51.4882,bicycle_parking
-0.0202827,51.487503,bicycle_parking
-0.0136551,51.486164,restaurant
-0.1262477,51.508026,bicycle_parking
0.2759118,51.51229,post_box
-0.139029,51.489807,recycling
-0.1373044,51.492523,fuel
0.2813214,51.50935,doctors
-0.1354506,51.496502,cafe
-0.1357931,51.4965,cafe
-0.1374218,51.486687,parking
-0.175384,51.63066,restaurant
-0.1764017,51.61866,pub
-0.1060377,51.439922,pub
-0.1065931,51.441166,pub
-0.0981817,51.448532,fuel
-0.1067566,51.448868,toilets
-0.1116142,51.444614,library
-0.1127607,51.44676,post_box
-0.1131168,51.454136,post_box
-0.1104297,51.4555,post_box
0.0115625,51.630672,post_box
-0.1183991,51.467598,bicycle_parking
-0.1246347,51.46604,post_box
-0.1291283,51.464294,pub
-0.0547854,51.499596,recycling
-0.0514999,51.500763,bicycle_parking
-0.0476733,51.503155,post_box
-0.0509211,51.50132,pub
-0.051528,51.500298,post_box
-0.0523771,51.499737,dead_pub
-0.0528952,51.499462,fast_food
-0.1157269,51.46332,pub
-0.1196112,51.46316,post_box
-0.116046,51.46412,post_office
-0.11448,51.461403,restaurant
-0.1139809,51.46145,dead_pub
-0.1106678,51.45569,telephone
-0.107365,51.457424,post_box
-0.1074015,51.454033,post_box
-0.1920131,51.489,cafe
-0.1899825,51.489418,pharmacy
-0.190421,51.489986,cafe
-0.0203315,51.50347,post_box
-0.1266272,51.459564,pub
-0.1159202,51.46406,telephone
-0.1144836,51.46423,telephone
-0.1144491,51.46431,bicycle_parking
-0.1153093,51.462654,bicycle_parking
0.4059626,51.5251,community_centre
0.4055727,51.525208,telephone
0.4059533,51.52343,doctors
-0.0154753,51.513046,bicycle_parking
-0.0154352,51.51229,bicycle_parking
-0.0156899,51.51219,telephone
-0.0132039,51.51248,recycling
-0.0140375,51.512684,atm
-0.0140456,51.512714,telephone
-0.01406,51.512608,bicycle_parking
-0.0155628,51.513584,bicycle_parking
-0.0142526,51.514984,bicycle_parking
-0.0140253,51.51536,bicycle_parking
-0.0603208,51.40571,post_box
0.0280509,51.59185,pub
0.028099,51.591595,post_box
-0.2547187,51.326813,post_box
0.1925622,51.525776,bicycle_parking
-0.1389115,51.45229,post_box
0.1156009,51.56293,fuel
0.1169901,51.58156,telephone
0.1171343,51.58175,post_box
0.0251026,51.547516,post_office
-0.136018,51.45011,pub
-0.1343363,51.452347,post_box
-0.1335818,51.4528,telephone
-0.132296,51.457584,post_box
-0.1210886,51.456547,post_box
-0.137889,51.48798,library
-0.135199,51.49107,restaurant
-0.0651033,51.473843,bicycle_parking
-0.0586344,51.477245,pub
-0.0586742,51.464756,pub
-0.1267936,51.447536,pub
-0.1056276,51.45271,bicycle_parking
0.2855931,51.513794,post_box
0.2892329,51.50793,post_box
0.027814,51.592346,recycling
-0.1434799,51.493008,recycling
-0.1399743,51.492474,restaurant
-0.2531489,51.51719,place_of_worship
-0.254971,51.51745,post_box
-0.2586383,51.51441,post_box
-0.2524183,51.51264,post_box
-0.2482678,51.51324,post_box
-0.246548,51.511192,post_box
-0.2439608,51.508118,post_box
-0.245741,51.50829,kindergarten
-0.2492471,51.50686,fuel
-0.1177134,51.543724,pub
-0.1179014,51.54829,bicycle_parking
-0.1230767,51.55322,pub
-0.2350302,51.502132,bicycle_parking
-0.2358646,51.503036,bicycle_parking
-0.2380738,51.503147,bicycle_parking
-0.2362778,51.506382,telephone
-0.2316061,51.506203,bicycle_parking
-0.2306889,51.506115,telephone
-0.0040814,51.582645,post_box
-0.136883,51.489,restaurant
-0.1444353,51.493122,cafe
-0.1464148,51.491936,telephone
-0.0525127,51.414497,bicycle_parking
-0.0538269,51.415718,post_box
-0.2407424,51.501614,post_box
-0.2389504,51.504448,post_box
-0.0894453,51.515713,pub
-0.0394442,51.551292,post_box
0.02789,51.36263,pub
0.0162175,51.47726,post_box
-0.1715774,51.4958,post_box
-0.1672282,51.49791,post_box
-0.1664209,51.498398,restaurant
0.3178213,51.47522,post_box
-0.0030868,51.399326,post_box
-0.001526,51.389957,post_box
0.0035122,51.395405,post_box
0.3400914,51.493317,post_box
-0.1412479,51.487514,recycling
-0.0544756,51.438026,bicycle_parking
-0.0750306,51.458714,bicycle_parking
-0.0752594,51.459908,bicycle_parking
-0.1913284,51.359875,pub
-0.1922546,51.361126,bank
-0.1922077,51.361023,pub
-0.1923728,51.36144,bank
-0.0871776,51.5132,pub
-0.0687963,51.514885,pub
-0.0635587,51.514915,restaurant
-0.1768506,51.37538,mobile_library
-0.1712847,51.380066,post_box
-0.1757807,51.3794,post_box
-0.1741555,51.38423,fast_food
-0.1746128,51.3846,pharmacy
-0.174535,51.384583,fast_food
-0.1749856,51.384632,fast_food
-0.1751546,51.384632,fast_food
-0.1752512,51.38463,post_office
-0.1752421,51.384686,post_box
-0.1745404,51.385513,recycling
-0.1746541,51.38559,library
-0.0100552,51.513878,post_box
-0.0097597,51.51365,recycling
-0.011047,51.51373,recycling
-0.1368233,51.417267,post_box
-0.0711841,51.507626,restaurant
-0.0672575,51.507137,pub
-0.0566157,51.51313,pub
-0.1297799,51.54945,post_office
-0.1353633,51.550846,post_box
-0.294468,51.4424,cafe
-0.1846863,51.492825,post_box
-0.2679814,51.486206,post_box
-0.2718139,51.48669,post_box
-0.2752132,51.487846,post_box
-0.2809207,51.48667,post_office
-0.2808333,51.4866,post_box
-0.2833828,51.413,public_building
0.2923637,51.502533,post_box
0.2936044,51.51057,kindergarten
-0.1305097,51.545998,post_box
-0.1736325,51.3849,bicycle_parking
-0.173953,51.38474,telephone
-0.1739208,51.384777,bicycle_parking
-0.1739087,51.384632,cafe
-0.1738913,51.384586,fast_food
-0.1737786,51.38441,pharmacy
-0.1723316,51.38752,post_box
-0.1761579,51.392223,fast_food
-0.1763187,51.392178,post_box
-0.1763693,51.392056,fast_food
-0.1794821,51.38517,post_box
-0.1765915,51.381786,post_box
-0.1788201,51.39019,telephone
-0.1838839,51.385803,post_box
-0.2235308,51.497402,recycling
-0.0590736,51.527023,bicycle_parking
-0.0597073,51.527073,bank
-0.0606715,51.52939,post_box
-0.060504,51.52954,recycling
-0.0639424,51.531433,telephone
-0.0645708,51.531376,post_box
-0.0716328,51.534893,post_box
-0.07685,51.53503,post_box
-0.0770832,51.53522,pharmacy
-0.0764387,51.538357,atm
-0.0450327,51.449677,bicycle_parking
-0.0623435,51.474155,bicycle_parking
-0.0628882,51.474182,bicycle_parking
0.0088654,51.51601,atm
0.0073251,51.52097,post_box
-0.1106609,51.48892,post_box
-0.0948731,51.470184,bicycle_parking
-0.0603671,51.51542,cafe
0.2346875,51.496017,post_box
0.2436013,51.498226,post_box
0.2571619,51.48518,post_box
-0.3827619,51.42521,recycling
-0.3839105,51.42685,post_box
-0.1926582,51.602226,bicycle_parking
-0.1129419,51.468567,fuel
-0.112081,51.47068,pub
-0.1034297,51.47812,pub
-0.0423807,51.48172,recycling
0.0493966,51.580208,post_box
0.0465299,51.576942,post_box
-0.1470601,51.442547,post_box
-0.1509182,51.443047,recycling
-0.1441572,51.457504,pub
0.0062092,51.557156,telephone
0.0054618,51.55561,fast_food
0.0054471,51.555542,post_office
0.005494,51.555523,post_box
0.0054264,51.5555,fast_food
0.0050687,51.553787,telephone
0.0021076,51.555443,clinic
-0.0006443,51.553123,post_box
-0.2041136,51.65609,bicycle_parking
-0.08689,51.529556,post_box
-0.0868455,51.532307,post_box
-0.0913557,51.53743,post_box
-0.0789139,51.43305,post_box
-0.0882208,51.458473,bicycle_parking
-0.0959287,51.45723,post_box
-0.0940595,51.453167,bicycle_parking
-0.1004014,51.452843,bicycle_parking
-0.0998814,51.537712,post_box
-0.0940936,51.535736,post_box
-0.1184434,51.56377,post_box
-0.1183395,51.5634,telephone
-0.1167336,51.561882,telephone
-0.1131162,51.558884,parking
-0.1139169,51.559258,post_box
-0.1134278,51.55867,telephone
-0.1133616,51.55859,recycling
-0.1128611,51.55755,pub
-0.1123193,51.557373,telephone
-0.1123055,51.55735,post_box
-0.1111882,51.555943,doctors
-0.1069543,51.554325,fast_food
-0.1030419,51.552593,post_box
-0.0030577,51.38628,post_box
0.0255685,51.510853,atm
0.0231201,51.51709,atm
-0.0529884,51.514782,recycling
-0.0844097,51.523415,post_box
-0.0844062,51.52343,post_box
-0.0812428,51.52739,post_box
-0.0811928,51.52739,post_box
-0.4650398,51.636604,water_point
-0.3888695,51.649727,bicycle_parking
-0.3211921,51.45422,place_of_worship
-0.1098581,51.498165,bicycle_parking
-0.1394197,51.49716,bicycle_parking
-0.1394628,51.497272,bicycle_parking
-0.1262199,51.52884,pub
0.1410411,51.54856,post_box
-0.0515564,51.466663,bicycle_parking
0.1420445,51.55427,post_box
0.1477773,51.55935,post_box
0.0993224,51.582047,post_box
-0.0847958,51.527363,post_box
-0.0811969,51.524784,post_box
-0.0812166,51.524796,post_box
-0.0805197,51.523506,post_box
-0.081771,51.522057,post_box
-0.0825384,51.52009,post_box
-0.0825539,51.520073,post_box
-0.0835573,51.516758,post_box
-0.0867934,51.51733,post_box
-0.0845419,51.517773,post_box
-0.0844568,51.517845,post_box
-0.0873537,51.519962,post_box
0.2930711,51.52248,post_box
-0.2185133,51.482056,post_box
-0.2190594,51.483242,telephone
-0.2198405,51.48459,atm
-0.3029575,51.46243,bank
-0.1032382,51.52217,pub
-0.0819814,51.51171,bank
-0.3086017,51.461452,post_box
-0.3065385,51.460518,telephone
-0.3083318,51.45657,telephone
-0.3085833,51.456284,post_box
-0.304239,51.46082,atm
-0.0370911,51.475796,pub
-0.0311405,51.472282,pub
-0.0324536,51.46627,post_box
-0.0302543,51.471363,post_box
-0.0283247,51.469666,public_bookcase
-0.0268723,51.468636,telephone
-0.0259601,51.46842,telephone
-0.0272475,51.47362,pub
-0.0218807,51.470806,pub
-0.0286207,51.475163,pub
-0.0269541,51.474983,pub
-0.223878,51.491085,post_box
-0.1729707,51.48597,pub
-0.1722964,51.484264,pub
-0.1694677,51.483345,restaurant
-0.1587673,51.487865,recycling
-0.142663,51.48966,recycling
-0.0358198,51.403214,fuel
-0.066871,51.468277,toilets
